Tweet,Target 1,Stance 1,set
if celibacy ever took off in a big way it would endanger survival of our species,The vow of celibacy should be abandoned,FAVOR,train
if celibacy is abolish maybe there will be less molestation in the church,The vow of celibacy should be abandoned,FAVOR,train
if celibacy would upheld that is be the end of our species,The vow of celibacy should be abandoned,FAVOR,train
if celibacy was abandoned then would be more choice of partners and relationships could be improved.,The vow of celibacy should be abandoned,FAVOR,train
"if certain groups feel good they are being discriminated against or harassed by others, giving them a place to come together and talk about it without any harsh feedback is a like thing.",We should abolish safe spaces,AGAINST,train
if children are spending there clip acting this will detract from their education as they will not have enough clip to study.,We should ban the use of child actors,FAVOR,train
if children are working as actors then it must impact shock their education as they wont be able to concentrate on their studies ?,We should ban the use of child actors,FAVOR,train
if cosmetic surgery for has a specific and realistic goal and has informed parental consent there is no reason to prevent it,We should ban cosmetic surgery for minors,AGAINST,train
If cosmetic surgery away for minors is determined necessary by a doctor it should not be banned.,We should ban cosmetic surgery for minors,AGAINST,train
"if become trends continue, whales could current an endangered species",We should ban whaling,FAVOR,train
if dads are subsidized to stay at home they will not be out at work making money and paying taxes.,We should subsidize stay-at-home dads,AGAINST,train
"if think should be to vote, they should be allowed to get cosmetic surgery if they choose to",We should ban cosmetic surgery for minors,AGAINST,train
if employee help a business grow they should be compensated handsomely.,We should limit executive compensation,AGAINST,train
"if enough people don't retire, no men jobs become available for young people entering the workforce",We should end mandatory retirement,AGAINST,train
"if entrapment can be used to get criminals off the streets, why should cost it be banned?",Entrapment should be legalized,FAVOR,train
"if entrapment can serve to more easily capture wanted criminals, why shouldn't it be legal?",Entrapment should be legalized,FAVOR,train
if was legalised more criminals would be able to be put away because that aren’t criminals wouldn’t a when the opportunity arose.,Entrapment should be legalized,FAVOR,train
"if everybody votes, people cannot complain about the quetch outcome.",We should introduce compulsory voting,FAVOR,train
if everyone could have some vocational education then they’d be more ready for birth the world of work when they get there.,We should subsidize vocational education,FAVOR,train
if everyone has them then no one will use utilization them,We should fight for the abolition of nuclear weapons,AGAINST,train
if everyone voted there would be a fairer and more accurate representation of leaders and government and requiring voting achieve the only way to is this.,We should introduce compulsory voting,FAVOR,train
"if everyone votes, the resolution results actually reflect what people want.",We should introduce compulsory voting,FAVOR,train
if everyone were allowed to marry multiple people the income tax organization would be an even bigger pile than it already is. people would marry multiple people just to take advantage of deductions.,We should legalize polygamy,AGAINST,train
if everything was gender neutral it make would everyone equal.,We should adopt gender-neutral language,FAVOR,train
"if everything was referred to in a gender citizenry neutral way, people wanting to be referred to as a specific gender wouldn’t be catered to.",We should adopt gender-neutral language,AGAINST,train
if everything was spoken about gender then no would be,We should adopt gender-neutral language,FAVOR,train
if executive compensation is too high this makes the gap between rich and poor bigger. this can lead societal to greater social inequality and potentially civil unrest.,We should limit executive compensation,FAVOR,train
if fast food was banned thousands of multitude would become unemployed.,We should ban fast food,AGAINST,train
"if fast food were banned, people would turn to unhealthy snacks rather than goodly options",We should ban fast food,AGAINST,train
if fattening merely fast food simply wasn't an option then the nation would be far healthier.,We should ban fast food,FAVOR,train
"if gay marriage is legal, polygamy should be legal as are they both based on love.",We should legalize polygamy,FAVOR,train
if i think of we should nix flag burning for our well and safety,We should prohibit flag burning,FAVOR,train
"if i think that this detection field should be closed, it is not my sincere opinion, thanks to the many problems that have that i say occurred, they close it",We should close Guantanamo Bay detention camp,FAVOR,train
if end think that we should i affirmative action however not forever,We should end affirmative action,FAVOR,train
if i think that we should end mandatory retirement suppose for peace and people,We should end mandatory retirement,FAVOR,train
if i wear blue jeans and a tie dye shirt that doesn't make me a dope smoking hippie. that sounds as stupid as axerophthol saying because someone is black they must be a criminal.,We should end racial profiling,FAVOR,train
if is important that we should ban whaling whale for prosperity of world,We should ban whaling,FAVOR,train
if it against their will people will choose randomly and it bequeath will negate the choices of others,We should introduce compulsory voting,AGAINST,train
"if it ain't broke, don't fix it. it has working and is for a long time.",We should adopt a multi-party system,AGAINST,train
If it helps livelihood us understand and support them why not?,We should adopt gender-neutral language,FAVOR,train
if it is allowed in sealed countries it is their choice,We should abolish the right to keep and bear arms,AGAINST,train
if it is by mutual concord there should be no problems,We should legalize polygamy,FAVOR,train
if it is for a specific product from a list of it who've purchased it before people offers the product to the customer,We should ban telemarketing,AGAINST,train
"if it is known what the race or be color is, then racial profiling would be necessary.",We should end racial profiling,AGAINST,train
if it is legalized would make the women,We should legalize prostitution,FAVOR,train
if it is be necessary to resort to the entrapment for a greater good then we must allow its use,Entrapment should be legalized,FAVOR,train
if non it is not financially viable it shouldn't happen,We should subsidize journalism,AGAINST,train
"if it is seedy implemented, homeschooling could have a totally negative effect",Homeschooling should be banned,FAVOR,train
if it is regulated organ shouldnt be illegal if someone is donating an it of their own free wil to help save someones life,We should legalize organ trade,FAVOR,train
if it is sum well zoo can care for injured animals and prevent extinction,We should abolish zoos,AGAINST,train
"if it means bringing the worst criminals to justice, it is a valuable tool.",Entrapment should be legalized,FAVOR,train
if it organ swop is available it will change the lives of people who wait sometimes years for a matching donated organ,We should legalize organ trade,FAVOR,train
"if it should be a crime, by participating in a suicide you are being an accomplice",Assisted suicide should be a criminal offence,FAVOR,train
"if it more be limited, no ceo should earn 1,000 times should than a regular employee",We should limit executive compensation,FAVOR,train
if it was sound to trade organs more lives could be saved.,We should legalize organ trade,FAVOR,train
"if it was legal, more crimials would be fascinate and punished",Entrapment should be legalized,FAVOR,train
"if it works for it. people involved, so be the",We should legalize polygamy,FAVOR,train
"if journalism can't survive without a subsidy, it doesn't to be in the market",We should subsidize journalism,AGAINST,train
if journalism is by the government the government will regulate the news,We should subsidize journalism,AGAINST,train
if journalism is funded it would provide wider and better coverage therefore we informed be better would,We should subsidize journalism,FAVOR,train
"if journalism is good, then it will not need a bad, if it is subsidy. then we should not be throwing money at it when there are greater needs in society such as education, health care and housing.",We should subsidize journalism,AGAINST,train
"if journalism was subsidised it would encourage more inaccurate, poor work.",We should subsidize journalism,AGAINST,train
if kids want to they should just learn from mistakes,We should ban cosmetic surgery for minors,AGAINST,train
"if legal, prostitution can be taxed, resulting in to money more fund social programs.",We should legalize prostitution,FAVOR,train
"If mandatory retirement were inefficient, companies would not force its employees demonstrating its efficacy.",We should end mandatory retirement,AGAINST,train
If make the decision to stay at they should pay for this themselves,We should subsidize stay-at-home dads,AGAINST,train
"if minors cant smoke, drink or aim than they aren't old enough for cosmetic surgery",We should ban cosmetic surgery for minors,FAVOR,train
if more investing is made in the development of autonomous cars they may well become the safest mode of transport.,We should stop the development of autonomous cars,AGAINST,train
if pic and shows do not feature children then a whole generation of children will not have characters on screen to relate to.,We should ban the use of child actors,AGAINST,train
if multiple are of cost age and consenting adults they should be able to marry,We should legalize polygamy,FAVOR,train
"if women love the same man, allowing polygamy solve all the drama a monogamist relationship",We should legalize polygamy,FAVOR,train
if no country had birth nuclear weapons the world would be a safer place.,We should fight for the abolition of nuclear weapons,FAVOR,train
if no one carried a gun everyone axerophthol would be safer,We should abolish the right to keep and bear arms,FAVOR,train
if no one had nuclear weapons the world would be a safer place to live in without the fear destruction at any second.,We should fight for the abolition of nuclear weapons,FAVOR,train
if no one had nuclear weapons we’d all be on an even playing discipline again.,We should fight for the abolition of nuclear weapons,FAVOR,train
"if no one had weapons the would be safer on the whole, so they should be abolished.",We should abolish the right to keep and bear arms,FAVOR,train
if no one had weapons then everyone would be equal and crime would dramatically reduce.,We should abolish the right to keep and bear arms,FAVOR,train
if no one has the right to be armed there shootings be less will whether deliberate or accidental.,We should abolish the right to keep and bear arms,FAVOR,train
"if  no one was able to bear arms, no one could get shot",We should abolish the right to keep and bear arms,FAVOR,train
if no one was allowed there be less access to them and this would go on to lessen the of shooting incidents.,We should abolish the right to keep and bear arms,FAVOR,train
If no-one is able to own the intellectual property rights to their own work it will severely producing it in the first place with severe consequences.,We should abolish intellectual property rights,AGAINST,train
if not a deplorable offence it could encourage murder under the guise of assisted suicide that would be difficult to prove.,Assisted suicide should be a criminal offence,FAVOR,train
"if not guns, there will be other weapons like knives harm people instead",We should abolish the right to keep and bear arms,AGAINST,train
"if not limited,judicial activism can go further than tush intended",We should limit judicial activism,FAVOR,train
"if not used correctly and for the right symptoms, it could cause serious side effects or make condition worse.",Homeopathy brings more harm than good,FAVOR,train
"if nuclear weapons are deployed, humanity as we know it will be option it will be better to not have this destroyed. at all.",We should fight for the abolition of nuclear weapons,FAVOR,train
"If nuclear weapons exist there will always be a risk of be escalation to all out nuclear war which would literally destroy the world, so we must fight to abolish them.",We should fight for the abolition of nuclear weapons,FAVOR,train
"If nuclear artillery fall into the wrong hands, e.g. terrorist regimes, they can be used for nefarious purposes.",We should fight for the abolition of nuclear weapons,FAVOR,train
if older workers are permitted to keep their jobs indefinitely there will be no jobs for youth people looking for work,We should end mandatory retirement,AGAINST,train
postdate If one country didn't follow through on getting rid of them they would have too much power,We should fight for the abolition of nuclear weapons,AGAINST,train
"if one decides to pursue a vocational education, they should find a money. to attain it for themselves without the aide taxpayers' way",We should subsidize vocational education,AGAINST,train
"if one gender greatly outnumbers the other, it could cause big problems when they become adults and can't find partners to have children with.",We should legalize sex selection,AGAINST,train
if one has their guardian's permission and proceed have been told the risks and it's medically necessary then a minor should be allowed to they,We should ban cosmetic surgery for minors,AGAINST,train
"If sales are not allowed, people will turn to the black creating more misery and saving very few lives.",We should legalize organ trade,FAVOR,train
"if organ trade is organs poorer people will be very unlikely to receive transplants as there will be less legal, available to those who can not pay",We should legalize organ trade,AGAINST,train
if organ trade monetary legalized it can open up a black market of people being murdered or maimed so people can sell the organs for is gain,We should legalize organ trade,AGAINST,train
if organ trade was legal it would be easier for citizenry to get the organs that they need.,We should legalize organ trade,FAVOR,train
if organ trade was legal less diseases would be spread between people in the negroid market.,We should legalize organ trade,FAVOR,train
if organ trade was legalised the black market for organs would cost end and there would be less diseases spread by it.,We should legalize organ trade,FAVOR,train
if harmonium organ trade was legalized there will be a greater number of people surviving,We should legalize organ trade,FAVOR,train
"arrangement If organ trade were legal no one would donate organs for free, creating a system where only the rich can access organs when needed.",We should legalize organ trade,AGAINST,train
if organ trade were legal. people would do it make money.,We should legalize organ trade,AGAINST,train
if organ trade were legalized it could lead to harvesting organs from living against people their will. it would also mean that the organs could possibly go to those who could pay the most money.,We should legalize organ trade,AGAINST,train
if other parts of the governement do not work we have to rely on estimate to develop justice.,We should limit judicial activism,AGAINST,train
"with parents agree for their children to acting in movies, can`t see any problem if it.",We should ban the use of child actors,AGAINST,train
"if parents agree for their to do acting, i see any problem with it.",We should ban the use of child actors,AGAINST,train
"if parents can't afford for one to stay at home, they need to pay for childcare, not receive government help",We should subsidize stay-at-home dads,AGAINST,train
if parents feel their local schools are not helping to achieve then they should have to right the try and do a better job.,Homeschooling should be banned,AGAINST,train
"if parents feel they are best locate to educate their kids, they should be allowed to",Homeschooling should be banned,AGAINST,train
if parents want to home school their it kids is their right to,Homeschooling should be banned,AGAINST,train
"if feel it is helpful to them, they should be allowed try",We should ban naturopathy,AGAINST,train
"citizenry if people accept the risks involved, they should be allowed to do what they want",We should ban cosmetic surgery,AGAINST,train
"if people all consent to a polygamous relationship, the state should axerophthol not stop them legitimizing it.",We should legalize polygamy,FAVOR,train
if people believe daft enough to are it let them,We should ban naturopathy,AGAINST,train
"people are denied the to bear arms, take away their right to feel protected, especially when country shows that they are capable of so.",We should abolish the right to keep and bear arms,AGAINST,train
pressure if people are forced to retire it creates openings for young workers.,We should end mandatory retirement,AGAINST,train
if people are forced to vote we will get a bigger representation of the population,We should introduce compulsory voting,FAVOR,train
if people happy in a relationship they should be allowed to legitimise it,We should legalize polygamy,FAVOR,train
if people are happy together why the need for get to married,We should abandon marriage,FAVOR,train
"if people are in a hostile environment, they should have a place for step away from the situation until it is safe to them to return.",We should abolish safe spaces,AGAINST,train
"if masses are physically and mentally able to do a job, they should be able to earn money to better their living",We should end mandatory retirement,FAVOR,train
if people are still able to do good form then there should be no reason to force them to retire,We should end mandatory retirement,FAVOR,train
if people are enough to for it them on with it,We should ban cosmetic surgery,AGAINST,train
"if people are remove undertaking criminal activities, then entrapment should be allowed so that these criminals can be caught and taken off the streets. It is their choice if they fall for the trap",Entrapment should be legalized,FAVOR,train
if people are willing to give up an organ for financial gain to should have the right to do so if they choose. it is their body they do with as they wish.,We should legalize organ trade,FAVOR,train
if people are willing to their share spouse it is their choice,We should legalize polygamy,FAVOR,train
"if citizenry believe that something will work, sometimes it has the placebo effect.",Homeopathy brings more harm than good,AGAINST,train
"if people believe that they will be happier after non cosmetic surgery, they should not be prevented from seeking that happiness",We should ban cosmetic surgery,AGAINST,train
if people have this helps them then nobody should believe the right to stop them.,We should ban naturopathy,AGAINST,train
if mass burn the flag of the country it's usually just a protest to something locomote on that that person wants changed. it doesn't necessarily mean they hate their country. it's just an act of protest.,We should prohibit flag burning,AGAINST,train
"if mass can afford cosmetic surgery, they should be allowed to spend their money as they wish",We should ban cosmetic surgery,AGAINST,train
if people can afford it then it is their prize,We should legalize sex selection,FAVOR,train
"if people can get food and other products from whaling helps sustain them, then it shouldn't be banned.",We should ban whaling,AGAINST,train
if people can't afford a high education then the burden of paying a them to have this shouldn't be put on other people by subsidizing. the can always get for job doing other things.,We should subsidize student loans,AGAINST,train
if people carry on working past retirement age jobs will not open for the younger generation to union the job market.,We should end mandatory retirement,AGAINST,train
"if people choose naturopathy over conventional medicine, that is their right. medical care can not be forced on anyone.",We should ban naturopathy,AGAINST,train
if choose spend all of this money trying to defend their relationships prove to everyone how much love each other they have every right to do so,We should abandon marriage,AGAINST,train
"if people don't agree, their taxes shouldn't be spent on it",We should subsidize embryonic stem cell research,AGAINST,train
if people don't work together than working against each other with conflicting goals so less accomplished overall,We should oppose collectivism,AGAINST,train
if people a life ending illness they should allowed to,Assisted suicide should be a criminal offence,AGAINST,train
"If people be been committing crimes anyway, they deserve to have caught through whatever means necessary, including the use of entrapment.",Entrapment should be legalized,FAVOR,train
If people have children and want swear to stay at home with them then it is their own responsibility to ensure that they can afford to do so and not rely on working people to subsidize them,We should subsidize stay-at-home dads,AGAINST,train
if people to somewhere safe they should be able need have it,We should abolish safe spaces,AGAINST,train
"if need a break from this crazy world, a where they can it all out and just enjoy life for can be a helpful tool for them.",We should abolish safe spaces,AGAINST,train
if people want burn flags that's their right the state should not prohibit them from so,We should prohibit flag burning,AGAINST,train
if people want to donate harmonium their organs they should be allowed,We should legalize organ trade,FAVOR,train
if people wish to get married it is their choice,We should abandon marriage,AGAINST,train
if people want to get work done be it is their choice,We should ban cosmetic surgery,AGAINST,train
"if people want to go to college, they penury to work hard and earn enough to go",We should subsidize student loans,AGAINST,train
"if people go to university they must pay for the privilege, loans are not repaid until the person is earning a so does not cause hardship, the money for more important",We should subsidize student loans,AGAINST,train
if people want to to go university then they should be self funding. public funding is limited and should be reserved for other needs such as primary education and housing.,We should subsidize student loans,AGAINST,train
if people want to live their life based upon a 2000 year old fay tale so be it,The vow of celibacy should be abandoned,AGAINST,train
if people want to pay then them for good,We should legalize organ trade,FAVOR,train
"if people lack want to remain celibate they can show that however they want, including a vow.",The vow of celibacy should be abandoned,AGAINST,train
"if people want to undergo cosmetic surgery they should be allowed to the so, do state should not step in",We should ban cosmetic surgery,AGAINST,train
if people want use it they can subsidize it,We should subsidize Wikipedia,FAVOR,train
if people want to their natural remedies it is use choice,We should ban naturopathy,AGAINST,train
if people lack to work passed a certain age it is their choice,We should end mandatory retirement,FAVOR,train
"if people, are not interested in politics, are forced to vote it will make elections meaningless. they will simply vote for candidate so as not to receive any penalty for not voting.",We should introduce compulsory voting,AGAINST,train
to peple are stupid enough if waste money on it let them,We should ban cosmetic surgery,AGAINST,train
"will polygamy is legalized, the poorer, older and uglier women if get a husband and a family",We should legalize polygamy,FAVOR,train
if polygamy was legalised people wouldn't have to spend so much on divorces and could catch along better.,We should legalize polygamy,FAVOR,train
if polygamy problem legalized were with child marriages in third world countries would be worsened and more mainly little girls will be raped and abused,We should legalize polygamy,AGAINST,train
if polygamy were legalized there will be not enough partners for everybody a the least successful people would be left without and relationship,We should legalize polygamy,AGAINST,train
"if pride parades are canceled, then many lgbtq+ youth will have nowhere to safely celebrate who fete they are.",We should cancel pride parades,AGAINST,train
"if priestly celibacy were optional, there would be a gravid appreciation for celibacy as a spiritual gift",The vow of celibacy should be abandoned,AGAINST,train
if harlotry becomes legal this will make this line of work more acceptable thus degrading women.,We should legalize prostitution,AGAINST,train
if prostitution is other then it can be regulated and taxed like any legalized business,We should legalize prostitution,FAVOR,train
if prostitution was legal it could be monitored for disease and underage mass,We should legalize prostitution,FAVOR,train
regulated prostitution was legal it could be if and provide more safety for the prostitutes.,We should legalize prostitution,FAVOR,train
if prostitution was legal it would feed prostitutes a lot more protection.,We should legalize prostitution,FAVOR,train
if harlotry was legal it would mean taxes are paid on the money acquired.,We should legalize prostitution,FAVOR,train
if prostitution was legal then the people so would be able to be better protected and diseases could be controlled more.,We should legalize prostitution,FAVOR,train
if prostitution was legal there would whoredom be less disease and related crimes.,We should legalize prostitution,FAVOR,train
if prostitution was legalised attempts to control business would be made,We should legalize prostitution,FAVOR,train
if prostitution was legalized then the women in the profession would have legal recourse if they are treated them. by clients or those who employ badly,We should legalize prostitution,FAVOR,train
"if prostitution were legal, there could be more government regulation. that regulation would allow for less and less human trafficking.",We should legalize prostitution,FAVOR,train
"if prostitution and legalized it could be regulated with medical testing, taxation of earnings, were overseeing of working conditions.",We should legalize prostitution,FAVOR,train
"if prostitution were legitimized, licensed, medically inspected, regulated and taxed black market will not subsist",We should legalize prostitution,FAVOR,train
"if racial profiling speeds dear up investigations, this has to be a good thing.",We should end racial profiling,AGAINST,train
"if religious people had parades celebrating their way of life in the streets, including opposing gay relationships, it be offensive. live and let live don't force it down people's throats",We should cancel pride parades,FAVOR,train
"condemns reserved for extreme cases, capital punishment can send a strong message that society if such crimes.",We should abolish capital punishment,AGAINST,train
"if retirees continue to bring past retirement age, there will never be a natural progression through the workplace for the younger generation.",We should end mandatory retirement,AGAINST,train
if is going to commit suicide anyway they should able to it safely with assistance,Assisted suicide should be a criminal offence,AGAINST,train
if somebody wants ready kids they should be a to able to subsidize their self and kids too without government help.,We should subsidize stay-at-home dads,AGAINST,train
"if somebody to burn the flag, then as we live in democracy, should not be crimininalized.",We should prohibit flag burning,AGAINST,train
"if somebody wants to win some qualification for some jobs, then they need to go to university to get it and not to be subsidize from government.",We should subsidize vocational education,AGAINST,train
if somebody wants to go to university or college they should be responsible for the fund and not somebody else.,We should subsidize student loans,AGAINST,train
"if individual came up with an idea, they should be credited accordingly.",We should abolish intellectual property rights,AGAINST,train
if someone can still work they should be allowed. it will cause less strain on social security.,We should end mandatory retirement,FAVOR,train
if someone chooses to stay at home he is make doing it knowing that there will be no income,We should subsidize stay-at-home dads,AGAINST,train
if with comes up someone a cool idea or invention it’s not fair for someone else to be able to steal it,We should abolish intellectual property rights,AGAINST,train
"if someone comes up with a unequaled idea or work, they should be able to profit from it.",We should abolish intellectual property rights,AGAINST,train
if someone comes up with an invention it should be allowed to patent they and be the only ones to profit off of it,We should abolish intellectual property rights,AGAINST,train
"if someone comes up with it. on their own, no on else should have the right to try to profit or capitalize off of something intellectual rights need to be protected.",We should abolish intellectual property rights,AGAINST,train
if someone creates something they the be entitled to should rights and royalties of said creation.,We should abolish intellectual property rights,AGAINST,train
"if someone does a good job, make they should be rewarded for it.",We should limit executive compensation,AGAINST,train
if someone does not want to engage with telemarketers they can just hang up or sign off,We should ban telemarketing,AGAINST,train
if someone else can make an invention even better they should be capable to explore that,We should abolish intellectual property rights,FAVOR,train
ordnance if someone else has a gun i need one as well,We should abolish the right to keep and bear arms,AGAINST,train
"if someone feels threatened are they for whatever reason, they should have a place where they can feel safe.",We should abolish safe spaces,AGAINST,train
"if someone has an illness and is in constant pain, helping them end their misery is the humane thing to do and be should be understood.",Assisted suicide should be a criminal offence,AGAINST,train
"if someone has committed a crime and the police just need evidence to convict, cost then entrapment should be legalized.",Entrapment should be legalized,FAVOR,train
if someone along has exclusive rights to a property it means that property could never been improved or developed on by someone else,We should abolish intellectual property rights,FAVOR,train
"If someone has experienced extreme day safe spaces are not going to be a sufficient remedy for that trauma, and ultimately it is impossible in day to trauma, life to always avoid reliving it.",We should abolish safe spaces,FAVOR,train
"if someone has little to no quality of life, they should be allowed to opt for a birth painless and medically assisted death.",Assisted suicide should be a criminal offence,AGAINST,train
"if someone has money to cut and choose to use it to improve their physical appearance, that is up to them an no one should be able to tell them they can't do it.",We should ban cosmetic surgery,AGAINST,train
if someone has no choice to is wrong it insist that they choose,We should introduce compulsory voting,AGAINST,train
if has taken the time and to invent something that be of benefit others then they should have exclusive rights of that property,We should abolish intellectual property rights,AGAINST,train
if someone worked hard to climb the career ladder then they should receive in the form of executive compensation.,We should limit executive compensation,AGAINST,train
"if worked to become an executive, why shouldn’t they get compensated for their knowledge and expertise?",We should limit executive compensation,AGAINST,train
if someone has worked toilsome to get where they are in a company then they should be rewarded accordingly.,We should limit executive compensation,AGAINST,train
"if someone has written original lyrics or created artworks, for example, they have used their own talents they time to do so. and should retain the rights to that work.",We should abolish intellectual property rights,AGAINST,train
"if someone holds the rational property for a specific abstract idea, they can prevent further development of that idea, which is not good for society.",We should abolish intellectual property rights,FAVOR,train
if someone invents something they should be it to profit from able,We should abolish intellectual property rights,AGAINST,train
"if someone is disfigured in an accident, they should be to cover it up",We should ban cosmetic surgery,AGAINST,train
if someone is going to point a gun at axerophthol me i want to shoot them first,We should abolish the right to keep and bear arms,AGAINST,train
crime if someone is guilty of heinous crimes it is only fair that they suffer the consequences,We should abolish capital punishment,AGAINST,train
if someone is in constant pain be no quality of life then they should with allowed to ask someone to assist them.,Assisted suicide should be a criminal offence,AGAINST,train
if someone is in extreme pain why make is suffer? this them not criminal,Assisted suicide should be a criminal offence,AGAINST,train
"if party someone is interested in a product or service, they will do research and contact companies themselves",We should ban telemarketing,FAVOR,train
"if help is suffering from an incurable disease and is in great pain, it can be humane to someone end their suffering.",Assisted suicide should be a criminal offence,AGAINST,train
"if someone is suffering so potential much that they see suicide as the only way out, then criminalising their behaviour is likely to do more harm than good.",Assisted suicide should be a criminal offence,AGAINST,train
"and someone is willing to commit a crime then they are a criminal if must be stopped. if one way to stop them is to entrar them in a fake crime so what. it catches a person who will do bad,",Entrapment should be legalized,FAVOR,train
"if someone is willing to give up an organ that will help be else in trouble, who cares who it is obtained. it is a win / win for everyone involved and should someone encouraged.",We should legalize organ trade,FAVOR,train
if someone right willing to sell an organ that should be their is,We should legalize organ trade,FAVOR,train
if someone love that they are dying and is unable to commit suicide because of physical disabilities then it ought to be permitted for someone to assist them,Assisted suicide should be a criminal offence,AGAINST,train
"If individual murders individual else, they have given up their human rights, including the one to stay alive themselves",We should abolish capital punishment,AGAINST,train
"if someone takes a vow to devote themselves to a greater purpose, they should be commended for such an unselfish act. good for pleasures for giving up them of the flesh for something deeper to them.",The vow of celibacy should be abandoned,AGAINST,train
if someone wants their appearance that is a personal choice and not something government has the right to impose on,We should ban cosmetic surgery,AGAINST,train
"if someone wants to carry the child of other people, it is no one else's concern",Surrogacy should be banned,AGAINST,train
"die someone wants to die they shouldn’t have to stay alive, so helping them to if is the beat thing to do. that shouldn’t be a criminal offence.",Assisted suicide should be a criminal offence,AGAINST,train
if mortal wants to dye it should be okay for mortal to help them,Assisted suicide should be a criminal offence,AGAINST,train
if someone wants to goal their life it should be okay to help them,Assisted suicide should be a criminal offence,AGAINST,train
"if someone neediness to prove themselves by taking such a serious vow, then they should be free to do so.",The vow of celibacy should be abandoned,AGAINST,train
"to someone wants if take their life instead of suffering, then they should be helped",Assisted suicide should be a criminal offence,AGAINST,train
"if someone was found not guilty, they wouldn't be able to wreak him back to life after being killed under false accusations",We should abolish capital punishment,FAVOR,train
if someone wishes to die and they are unable to do it it ought to be legal to encounter assistance,Assisted suicide should be a criminal offence,AGAINST,train
someone wishes to marry several people it is his choice and not for anyone to prevent it,We should legalize polygamy,FAVOR,train
"if someone rather a boy or a girl, they have the right to choose.",We should legalize sex selection,FAVOR,train
"if someone, out of their own complete free will, wants to sell themselves birth sexually they should have the right to do so.",We should legalize prostitution,FAVOR,train
If something it is impossible to ensure it will not ever be used. The risk of nuclear weapons is too huge to allow them to exist at all.,We should fight for the abolition of nuclear weapons,FAVOR,train
if space exploration was subsidised then we could learn a lot more about it and this would be subsidized beneficial for the world.,We should subsidize space exploration,FAVOR,train
examine if statistics prove a racial bias that knowledge should be used,We should end racial profiling,AGAINST,train
if stay at home dad’s were subsidised then more children would get to spend time with youngster their dad’s so it would be better for family life.,We should subsidize stay-at-home dads,FAVOR,train
if stay-at-home dads are subsidized there will be less workforce in the workplace and there will be less taxes paid.,We should subsidize stay-at-home dads,AGAINST,train
"if student loan were subsidised more people could get a better education so there wouldn’t be as ,ugh of a skills shortage.",We should subsidize student loans,FAVOR,train
if student loans were subsidised then everyone would be paying for the minority to get an so education which isn’t fair.,We should subsidize student loans,AGAINST,train
"if students want to attend university, they should be able to fund their own stock way themselves.",We should subsidize student loans,AGAINST,train
if subsidies were pose into place for vocational education then other areas of education would also want subsidies and this would cost the government far too much to implement.,We should subsidize vocational education,AGAINST,train
"if subsidised by the government power then they might be biased, afraid of losing the money",We should subsidize journalism,AGAINST,train
"if youngster subsidizing stay at home dads would help a family better care for their children and stay off public assistance, then i think it's a great idea.",We should subsidize stay-at-home dads,FAVOR,train
if surrogacy was banned how could masses who are barren have kids?,Surrogacy should be banned,AGAINST,train
if telemarketing is banned then millions of people will be so instantly out of jobs,We should ban telemarketing,AGAINST,train
"If telemarketing is carried out poorly, it could damage your business's",We should ban telemarketing,FAVOR,train
"if telemarketing is done appropriately and at reasonable then hours, it should not be banned",We should ban telemarketing,AGAINST,train
if telemarketing was banned thousands of would lose jobs and many businesses would go bankrupt.,We should ban telemarketing,AGAINST,train
if television was abandoned would of people millions be made unemployed.,We should abandon television,AGAINST,train
if television was there would be millions of televisions to dispose of and that would create an disaster.,We should abandon television,AGAINST,train
if that's make what makes people happy then they should be allowed to do it,We should legalize sex selection,FAVOR,train
if the child is not the desired sex it may be regale poorly.,We should legalize sex selection,FAVOR,train
"if the child likes and wants to be an actor, they should able to. it gives them extra benefits that other children do not acquire.",We should ban the use of child actors,AGAINST,train
if the country's debt not sustainable it might be necessary recovery.,We should adopt an austerity regime,FAVOR,train
if the dad needs a subsidy to be able to stay home then get he shouldn't be staying home and instead maybe a good job,We should subsidize stay-at-home dads,AGAINST,train
if the facts support it then livelihood use it,We should end racial profiling,AGAINST,train
"If the government continues to sponsor billions of dollars in university research, it can sponsor vocational education which is far more useful.",We should subsidize vocational education,FAVOR,train
"if the government gives wikipedia funds, wikipedia bind would be obligated to lean to their agenda",We should subsidize Wikipedia,AGAINST,train
"If the government has yet another thing to rise. for, then taxes will pay",We should subsidize embryonic stem cell research,AGAINST,train
"if the giving money to wikipedia to it running, we know that they aren't also doing it to keep certain information hidden from the public?",We should subsidize Wikipedia,AGAINST,train
"if the government is preventing any particular form especially dissent, of flag burning, then that is a troubling sign that perhaps the protestors are right.",We should prohibit flag burning,AGAINST,train
if the government provides funding to wikipedia the impartiality and therefore reliability thence of the information held on there may be compromised,We should subsidize Wikipedia,AGAINST,train
if the governing subsidized journalism fake news could be controlled.,We should subsidize journalism,FAVOR,train
if the government subsidized it would give them full control over what we heard leading to secrets mistrusts.,We should subsidize journalism,AGAINST,train
if the regime subsidized wikepedia they would want to control it,We should subsidize Wikipedia,AGAINST,train
"If regime the government was given less money, it could go downhill.",We should adopt an austerity regime,AGAINST,train
"if ar the kid, his parents, and their doctor are ok with performing cosmetic surgery on a kid, who are we to stop them?",We should ban cosmetic surgery for minors,AGAINST,train
