Tweet,Target 1,Stance 1,set
"child actors are supervised constantly, are well taken care of, and have tutors on hand to keep them from getting back in school.",We should ban the use of child actors,AGAINST,train
"child actors are too often exploited or abused in one way or another, creating too many problem adults or early adulthood and as a society we should strive to ban their use.",We should ban the use of child actors,FAVOR,train
child actors are treated as adults and miss out on the social and emotional maturity process that they need to become healthy adults.,We should ban the use of child actors,FAVOR,train
child actors are treated poorly by the industry.,We should ban the use of child actors,FAVOR,train
child actors are useful as it allows these children to earn a living doing something they enjoy.,We should ban the use of child actors,AGAINST,train
child actors are usually exploited by their parents and other adults. they should be allowed to be children,We should ban the use of child actors,FAVOR,train
child actors are usually raised by overbearing parents or stage moms and against their own will,We should ban the use of child actors,FAVOR,train
child actors are vital to the entertainment industry.,We should ban the use of child actors,AGAINST,train
child actors are vulnerable to many predators both public as well as in the private industry and their participation should be banned.,We should ban the use of child actors,FAVOR,train
child actors are often looking for easy money and this provides them with funds necessary for loftier goals in their chosen field.,We should ban the use of child actors,AGAINST,train
"child actors are worked far too many hours, and that can cost them financially, emotionally, and in life.",We should ban the use of child actors,FAVOR,train
child actors become adults far too quickly and should not be allowed to act like they are adults,We should ban the use of child actors,FAVOR,train
"child actors bring a lot of joy to the world, we should allow them to continue and just offer off better counsel if needed.",We should ban the use of child actors,AGAINST,train
child actors can be overworked and they can miss out on their childhood.,We should ban the use of child actors,FAVOR,train
child actors can be overworked and they can miss out on their education. this can lead to them in later life if they don't graduate college with any qualifications.,We should ban the use of child actors,FAVOR,train
child actors can easily be exploited and abused.,We should ban the use of child actors,FAVOR,train
child actors can get valuable social skills which might benefit them in the future,We should ban the use of child actors,AGAINST,train
child actors can make a good amount of money for their life doing what they enjoy,We should ban the use of child actors,AGAINST,train
child actors can often grow up without issue but their wealth can help them in life.  banning a few bad seeds and deciding the fate of all is wrong.,We should ban the use of child actors,AGAINST,train
child actors can secure a future for themselves with the education they choose and can be protected by family and friends who ensure their safety in their young acting careers.,We should ban the use of child actors,AGAINST,train
child actors cannot be banned since a child child would not be able to be depicted on film or television,We should ban the use of child actors,AGAINST,train
child actors choose to do what they do.,We should ban the use of child actors,AGAINST,train
"Child actors could not easily be replaced by adults or CGI, and the children who get to act learn valuable lessons., are well supported educated and emotionally, and can earn well too.",We should ban the use of child actors,AGAINST,train
child actors provide jobs for the young. why would we take jobs away from them?,We should ban the use of child actors,AGAINST,train
"child actors do not get a proper education and as such, the use of child actors should be banned",We should ban the use of child actors,FAVOR,train
child actors do not get to have real childhoods.,We should ban the use of child actors,FAVOR,train
"child actors do not get to live a proper young persons life and lack childhood play, education and socialization, so should be banned",We should ban the use of child actors,FAVOR,train
child actors do not get a normal upbringing or education due to the demands of their parents taking them far and wide to work which is detrimental to their wellbeing.,We should ban the use of child actors,FAVOR,train
child actors don't miss out on school as they always have a tutor on the go,We should ban the use of child actors,AGAINST,train
child actors get exploited in hollywood and this ban would stop that.,We should ban the use of child actors,FAVOR,train
child actors get to experience a lifestyle unlike most kids and it can be fun if work is mixed with these child experiences.,We should ban the use of child actors,AGAINST,train
"child actors get access to love and attention, and then lose it",We should ban the use of child actors,FAVOR,train
child actors grow up to be disfunctional adults because they are missing out on all of the social interaction children need with each other to learn the process of interaction with others their own age.,We should ban the use of child actors,FAVOR,train
"child actors grow up to struggle with drugs, alcohol and low self esteem problems",We should ban the use of child actors,FAVOR,train
Child actors have  far more experiences than other children giving them confidence and money that can help their adult lives.,We should ban the use of child actors,AGAINST,train
"child actors have access to schooling and positive experiences socially and for future careers, why ban that now?",We should ban the use of child actors,AGAINST,train
child actors lose the sense of a proper childhood.,We should ban the use of child actors,FAVOR,train
"child actors lose their innocence by starting at such a young age, growing up in a stressful, toxic environment, instead of a loving family.",We should ban the use of child actors,FAVOR,train
"child actors miss out on growing up naturally as a child should, with an education, stable family and without the pressures of work at a young age and therefore they should be banned",We should ban the use of child actors,FAVOR,train
child actors miss out on social time with people their own age and fall behind in school,We should ban the use of child actors,FAVOR,train
"child actors miss out on their childhood like making friends, playing sports and attending school",We should ban the use of child actors,FAVOR,train
"Child actors need to be in acting, many movies and shows have child parts in them,",We should ban the use of child actors,AGAINST,train
Child actors never get a chance for a real childhood and should be banned from performing.,We should ban the use of child actors,FAVOR,train
child actors often are the primary source of money for their families.,We should ban the use of child actors,AGAINST,train
child actors often become ill adjusted adults and often fall into substance abuse,We should ban the use of child actors,FAVOR,train
child actors often cannot cope with the fame thrust upon them and do not therefor play adult roles,We should ban the use of child actors,FAVOR,train
child actors rarely grow up as well rounded adults due to the pressures of life as a child actor which is well different from the regular child's upbringing.,We should ban the use of child actors,FAVOR,train
"child actors should be allowed to maximise their potential and earn their living like any other group - it is be discrimination to ban them, and their career windows are often extremely small.",We should ban the use of child actors,AGAINST,train
child actors should be allowed to work and contribute their talents to society.,We should ban the use of child actors,AGAINST,train
child actors should be banned as they are not given a chance to have a real.,We should ban the use of child actors,FAVOR,train
"child actors should be banned because they miss out on growing up, in a normal family environment and get adequate education.",We should ban the use of child actors,FAVOR,train
child actors should be banned because the children are often exploited for their own and because they end up with more money than they know what to do with and often they spend it on drugs and other vices.,We should ban the use of child actors,FAVOR,train
child actors should be banned since it is unfair for them to be forced to work at such a young age.,We should ban the use of child actors,FAVOR,train
"Child actors should not be banned because who else would you use children in movies? And that cannot be avoided because children are a part of life, and therefore, part of many stories.",We should ban the use of child actors,AGAINST,train
"child actors should not be banned just because of a few bad apples.  with good direction, these actors can go on to pay their own college fees and become productive adults.",We should ban the use of child actors,AGAINST,train
child actors should not be used because they are introduced to an adult world that can cause corruption and addiction.,We should ban the use of child actors,FAVOR,train
child actors too often grow up to be very troubled adults.  this is unfair to them and as a society we should ban the use of child actors.,We should ban the use of child actors,FAVOR,train
child actors will do just fine with proper supervision and regulation,We should ban the use of child actors,AGAINST,train
child labor laws already limit the amount of work a children can do.,We should ban the use of child actors,AGAINST,train
childhood is a time to learn and children should not work,We should ban the use of child actors,FAVOR,train
childhood is a important phase of personal development. the stress and fame of being an actor at such a young age has been shown several times to lead to problematic adults.,We should ban the use of child actors,FAVOR,train
children achieve better outcomes in life when their parents are involved,We should abandon marriage,AGAINST,train
"children actors are people who are trained for life, for the enjoyment of works, in order to represent realistic scenarios",We should ban the use of child actors,AGAINST,train
children also right to modify their appearance,We should ban cosmetic surgery for minors,AGAINST,train
"children and adults alike spend far too much time watching television instead of doing things like learning, exercising, talking, etc.",We should abandon television,FAVOR,train
children are a part of siciety and not all stories or movies only have adults.,We should ban the use of child actors,AGAINST,train
children are an integral part of the entertainment industry and fill roles that would otherwise go empty,We should ban the use of child actors,AGAINST,train
children are better off in foster care than on the street or in juvenile detention,Foster care brings more harm than good,AGAINST,train
children are exploited by their parents and content creators for money,We should ban the use of child actors,FAVOR,train
children are often too easy to exploit and they sometimes end up being far too precocious at an early age due to fame and all it brings.,We should ban the use of child actors,FAVOR,train
children are humans too and with their consent and their parent's permission they should be allowed to work,We should ban the use of child actors,AGAINST,train
Children are literally incapable of making well-informed decisions because their prefrontal cortex is not developed enough to fully consider and internalize the dangers that come with plastic surgery.,We should ban cosmetic surgery for minors,FAVOR,train
children are much better off in a family environment where they can be loved and receive personalized attention rather than being left to fend for themselves in an institution.,Foster care brings more harm than good,AGAINST,train
children are naive and are often exploited or not given fair compensation,We should ban the use of child actors,FAVOR,train
children are not able to consent or conceptualize permanent changes which result in cosmetic surgery.,We should ban cosmetic surgery for minors,FAVOR,train
children are not able to form bonds and are often abused during foster care.,Foster care brings more harm than good,FAVOR,train
children are not equipped for the rigorous and sometimes inappropriate environment on a movie set,We should ban the use of child actors,FAVOR,train
children are not old enough to deal with the pressure of acting.,We should ban the use of child actors,FAVOR,train
they are not old enough to make an informed decision,We should ban cosmetic surgery for minors,FAVOR,train
Children are often used by their parents to make money just because they have a natural ability to act.,We should ban the use of child actors,FAVOR,train
children are old enough to get made fun of for being different and should be old enough to know that they want to fix things about themselves.,We should ban cosmetic surgery for minors,AGAINST,train
children are required to play children in tv shows and films and therefore banning them would be very dangerous.,We should ban the use of child actors,AGAINST,train
children are still developing and growing and it is too early for cosmetic surgery,We should ban cosmetic surgery for minors,FAVOR,train
children are taken advantage of by adults who are just worried about making money,We should ban the use of child actors,FAVOR,train
children are too young to be n this industry & end up exposed to the bad side of the hollywood lifestyle at too young an age,We should ban the use of child actors,FAVOR,train
children are too immature to handle the pressure that comes along with being a celebrity and end up leading very hard lives because of that.,We should ban the use of child actors,FAVOR,train
children are too young to know the full effects of such a lifestyle and history has shown us many child actors are exploited by the industry and often fall victim to substance abuse,We should ban the use of child actors,FAVOR,train
children are too young to make adult decisions about changing the way they look,We should ban cosmetic surgery for minors,FAVOR,train
children are unable to make such an important choice,We should ban cosmetic surgery for minors,FAVOR,train
children are vulnerable to being exploited by greedy adult people and are not protected from the dangers of the industry so we should ban child actors.,We should ban the use of child actors,FAVOR,train
children aren't mature enough to handle the pressures of a a.,We should ban the use of child actors,FAVOR,train
children born from surrog mother don't have the attachment to the child or birth mother that they would have with their birth mother,Surrogacy should be banned,FAVOR,train
"children can  learn a lot from acting, and they can be good actors under adult supervision",We should ban the use of child actors,AGAINST,train
children can be neglected because they are not guaranteed enough one on one time,Foster care brings more harm than good,FAVOR,train
children can be shuffled around from home to home and receive no stability.,Foster care brings more harm than good,FAVOR,train
children can decide for themselves if they want to pursue acting. often child actors go on to become adult actors and have long and successful careers.,We should ban the use of child actors,AGAINST,train
children can get more one on one attention when they are  homeschooled and can learn at their own pace.,Homeschooling should be banned,AGAINST,train
"Children can languish for years in foster care,  experiencing multiple placement changes. The disrupted relationships caused by such changes harms their mental and development.",Foster care brings more harm than good,FAVOR,train
children can learn valuable social skills from acting which may prepare them better in the future than traditional education,We should ban the use of child actors,AGAINST,train
children can mature for their age & should be allowed to choose what they want to do,We should ban cosmetic surgery for minors,AGAINST,train
children can not learn to social social and inteact with their peers when they are only in a home enviroment,Homeschooling should be banned,FAVOR,train
children can not learn to interact with their peers when taught at home,Homeschooling should be banned,FAVOR,train
children can often not handle the fame at a young age and should be banned,We should ban the use of child actors,FAVOR,train
children could be affected as the family could not offer quality time by dividing into several homes,We should legalize polygamy,AGAINST,train
"people could fashioned themselves as they wish, they got their parents approval for plenty of things and they should also get it for cosmetic surgery",We should ban cosmetic surgery for minors,AGAINST,train
children do not get the social interaction from kids their own age when homeschooled.,Homeschooling should be banned,FAVOR,train
"Children do not have the autonomy to make decisions about careers, they should be protected from over directing children, hence the use of child actors should be banned.",We should ban the use of child actors,FAVOR,train
children do not have the maturity level to decide if a life in the entertainment industry is what they want.  it gets pushed on their parents while the child is possibly not prepared for that life.,We should ban the use of child actors,FAVOR,train
"Children flourish when a father is their primary caregiver, but it nearly impossible to raise a child on a salary. Subsidizing stay-at-home dads would benefit many families.",We should subsidize stay-at-home dads,FAVOR,train
children from foster care homes are often neglected than in adoptive homes.,Foster care brings more harm than good,FAVOR,train
children from parents who are committed to each other grow up to be more well adjusted,We should abandon marriage,AGAINST,train
children generally do better when kept in a family home with apropriate help and support rather than being in foster care,Foster care brings more harm than good,FAVOR,train
children generally have better life outcomes when left with their own.,Foster care brings more harm than good,FAVOR,train
children get more one-on-one attention and materials can be tailored to best suit the child's learning needs.,Homeschooling should be banned,AGAINST,train
Children get moved from foster home to foster home and end up crying because they feel so unwanted.,Foster care brings more harm than good,FAVOR,train
children grow up happier and healthier when raised by stay-at-home parents and dads can do that just as effectively as moms,We should subsidize stay-at-home dads,FAVOR,train
children grow up to be productive citizens with stay-at-home fathers in the house,We should subsidize stay-at-home dads,FAVOR,train
"children have a right to bodily autonomy just like adults, and banning cosmetic surgery is a violation of their freedom of expression.",We should ban cosmetic surgery for minors,AGAINST,train
children have a right to education and ignorant parents who think they are more qualified than they are should not exercise tyranny over that right,Homeschooling should be banned,FAVOR,train
children have better outcomes in life when their parents are married,We should abandon marriage,AGAINST,train
"children have more access to the internet and are easily influenced by celebrities like k-pop stars and would feel insecure, thus feeling the need to get plastic surgery like them when they shouldn't.",We should ban cosmetic surgery,FAVOR,train
children have not grown and truly formed their adult self.   cosmetic surgery for a minor should be banned. as an adult the adult can make a informed decision about their bodies not the whim of a child.,We should ban cosmetic surgery for minors,FAVOR,train
children in dangerous living situations can find a safe place while their family is unable to save their lives and also provide warmth from outsiders who want to care for children in vulnerable situations.,Foster care brings more harm than good,AGAINST,train
"children in film and tv are regularly exploited and ill-treated by vain, self serving producers who have no ongoing concern for the well being of their young charges and so they should not be used",We should ban the use of child actors,FAVOR,train
Children in films are wanted and they always will. They are in movies in which children appearance and needed and not because they are the main characters of the film.,We should ban the use of child actors,AGAINST,train
Children in foster care are  more likely to suffer from health problems,Foster care brings more harm than good,FAVOR,train
"children in foster care are always reminded that they are outside a family, the meetings about them, the fact that they do not live with a parent, this leads to mental health issues in many cases later later life",Foster care brings more harm than good,FAVOR,train
children in foster care are at greater risk for poor academic success.,Foster care brings more harm than good,FAVOR,train
children in foster care are more likely to abuse drugs and alcohol,Foster care brings more harm than good,FAVOR,train
children in foster care are more likely to develop behavioral problems,Foster care brings more harm than good,FAVOR,train
children in foster care are often bullied by others in the foster family,Foster care brings more harm than good,FAVOR,train
children in foster care are often exposed to maltreatment and do not have a strong connection with their foster families.,Foster care brings more harm than good,FAVOR,train
"children in foster care are often neglected, abused, even abused",Foster care brings more harm than good,FAVOR,train
children in foster care are often not treated as lovingly and uncondally as natural parents or foster parents just because they are getting paid to foster,Foster care brings more harm than good,FAVOR,train
children in foster care receive a better standard of care than with abusive families,Foster care brings more harm than good,AGAINST,train
children in foster care grow up in loving families who want children,Foster care brings more harm than good,AGAINST,train
"children in foster care have higher rates of depression, substance abuse and suicide.",Foster care brings more harm than good,FAVOR,train
children in foster care have more compromised developmental outcomes than children who do not require placement in foster care,Foster care brings more harm than good,FAVOR,train
children in foster care have nowhere else to go,Foster care brings more harm than good,AGAINST,train
children in foster care lack stability.,Foster care brings more harm than good,FAVOR,train
children in foster care never feel as though they are a part of the family.,Foster care brings more harm than good,FAVOR,train
children in foster care show higher rates of mental illness and behavioral problems.,Foster care brings more harm than good,FAVOR,train
children in foster care struggle to form attachments because theyâre moved around so much in foster care.,Foster care brings more harm than good,FAVOR,train
children in polygamous families don't get much personal time with their parents and don't know how a real family unit works.,We should legalize polygamy,AGAINST,train
"problem is foster care rarely get the nurturing support they need since foster parents don't willing to put in the time to get to know and love them, afraid they will leave too soon.",Foster care brings more harm than good,FAVOR,train
children is abusive environments get abused and tormented for their lifestyle.,We should legalize polygamy,AGAINST,train
children make important contributions in the entertainment industry.  banning child actors punishes the victims rather than the perpetrators of predatory or explo sexual behavior,We should ban the use of child actors,AGAINST,train
children may find it difficult to cope in a house where they have different mothers,We should legalize polygamy,AGAINST,train
"children may never have somewhere to call a forever home because theyâre moved around so much, and they canât form attachments to any one family.",Foster care brings more harm than good,FAVOR,train
"Children might be too young to make such decisions but parents have the right to make it for them in the same way that they make life-changing choices about where to live, what to eat, etc.",We should ban cosmetic surgery for minors,AGAINST,train
children miss out on important social interaction with their peers,Homeschooling should be banned,FAVOR,train
children move frequently from foster home to foster home causing attachment disorders and sociopathic behavior,Foster care brings more harm than good,FAVOR,train
children must live their childhood freely. we should prohibit the use of child actors to avoid the psychological damage in children,We should ban the use of child actors,FAVOR,train
children need a creative outlet and should be allowed to learn a craft,We should ban the use of child actors,AGAINST,train
children need a well rounded education which includes socializing with their peers. they need to learn the communication and negotiating skills necessary for the world at large,Homeschooling should be banned,FAVOR,train
children need an active environment with different types of people rather than always being at home,Homeschooling should be banned,FAVOR,train
"children need dads, giving dads the opportunity to stay at home with their children will give us a generation of well adjusted children who  realize all roles can be fulfilled by both parents",We should subsidize stay-at-home dads,FAVOR,train
children need permanent homes not temporary housing,Foster care brings more harm than good,FAVOR,train
children need to be in school and with their families not acting,We should ban the use of child actors,FAVOR,train
children need to be kids and get an education.,We should ban the use of child actors,FAVOR,train
children need to be kids and not forced to act,We should ban the use of child actors,FAVOR,train
children need to be placed in safe homes,Foster care brings more harm than good,AGAINST,train
"children need to be taken into the care if they are in an environment which is potentially dangerous, for example if their parents are taking drugs.",Foster care brings more harm than good,AGAINST,train
children need to be around other children to learn to be social,Homeschooling should be banned,FAVOR,train
children need to be with their parents and get medical attention. children can be neglected in foster care.,Foster care brings more harm than good,FAVOR,train
children need to learn to interact with others without their parents presence.,Homeschooling should be banned,FAVOR,train
children often do not handle the fame and have issues growing up including drug use,We should ban the use of child actors,FAVOR,train
"children often end up going from one foster home to another, which prevents them from having a familial continuity necessary for proper social and emotional development.",Foster care brings more harm than good,FAVOR,train
Children placed in Foster Care do more poorly than children who are left in high-risk homes,Foster care brings more harm than good,FAVOR,train
"Children placed in Foster Care have higher rates of depression, abnormal social skills, are more impulsive, are more aggressive, and are more insecurely attached and have anxiety and emotionalocial issues.",Foster care brings more harm than good,FAVOR,train
children have important roles  in many television shows and movies. it would be a great loss not to have them performing.,We should ban the use of child actors,AGAINST,train
children provide unique storytelling opportunities for movies and should not be banned as long as they are properly raised and cared for.,We should ban the use of child actors,AGAINST,train
children put into foster care are be removed from situations that are hazardous.  the foster home offers them a sense of safety and stability,Foster care brings more harm than good,AGAINST,train
children raised in foster care don't get the love of a mom and dad,Foster care brings more harm than good,FAVOR,train
Children remain in miserable conditions for years in foster care,Foster care brings more harm than good,FAVOR,train
"children should be allowed to develop their talent from an early age - it is to their benefit, with the correct support network and educational education.",We should ban the use of child actors,AGAINST,train
children should be able to follow their passion too as long as itâs done safely and responsibly,We should ban the use of child actors,AGAINST,train
children should be able to have a normal childhood without what goes on in the picture industry.,We should ban the use of child actors,FAVOR,train
"children should be able to have a normal childhood instead of having to miss out on important things.  in a way, it is a form of child abuse.",We should ban the use of child actors,FAVOR,train
"children should be able to experience interactions with other people, as it helps them develope and grow to be independent adults",Homeschooling should be banned,FAVOR,train
"children should be allowed to grow up at their own pace, child actors have an abnormal upbringing and are forced to act at an early age which makes it difficult for them to then lead a normal life.",We should ban the use of child actors,FAVOR,train
children should be allowed to have a procedure if they have their parents permission,We should ban cosmetic surgery for minors,AGAINST,train
children should be allowed to peruse acting as a career,We should ban the use of child actors,AGAINST,train
children should be allowed to stay with their parents foster care takes them away,Foster care brings more harm than good,FAVOR,train
"children should be allowed to work in performing arts or professional sports, a ban does not make sense, nothing bad is being done",We should ban the use of child actors,AGAINST,train
"children should be at school, not working. we do not allow children to work in any other way and acting should be no different.",We should ban the use of child actors,FAVOR,train
children should be discouraged from focusing on their appearance.,We should ban cosmetic surgery for minors,FAVOR,train
children should be free to do what they want with their consent and their parents consent,We should ban the use of child actors,AGAINST,train
children should be free to earn money with their parents permission,We should ban the use of child actors,AGAINST,train
children should be free to have fun and enjoy life not forced to work in hire pressure situations so we should ban the use of child actors.,We should ban the use of child actors,FAVOR,train
"children should be learning and playing, not working",We should ban the use of child actors,FAVOR,train
children should be out playing instead of sitting in front of a television screen all day.,We should abandon television,FAVOR,train
children should be prevented from having cosmetic surgery because it will harm them as they move to adulthood,We should ban cosmetic surgery for minors,FAVOR,train
children should grow up going to school with their peers and playing with neighborhood  friends.  child actors are taken out of this environment  and made to work in an unnatural environment.,We should ban the use of child actors,FAVOR,train
children should have normal lives rather than lives watched or judged by other people.,We should ban the use of child actors,FAVOR,train
children shouldn't be made to work because there parents want to benefit from them.  by banning child actors we will ban parent's profits over childhood.,We should ban the use of child actors,FAVOR,train
children shouldnât be in the eye of the public all the time and banning child actors would enable all children to grow up out of the spotlight.,We should ban the use of child actors,FAVOR,train
"children shouldnât be working, and acting is a job. therefore it should be banned.",We should ban the use of child actors,FAVOR,train
children shouldn't have to work at all- they should be playing and learning.,We should ban the use of child actors,FAVOR,train
children that are low income cant get lunches they need if they are home schooled,Homeschooling should be banned,FAVOR,train
children who would have been neglected otherwise now have a fighting chance.,Foster care brings more harm than good,AGAINST,train
children this decade have more bodily autonomy than ever and we should respect that by letting them have cosmetic surgery if they want it,We should ban cosmetic surgery for minors,AGAINST,train
children enjoy acting in movies throughout childhood and some of them get in to drugs and alcohol when they or adultery.,We should ban the use of child actors,FAVOR,train
Children who are bullied in school can benefit greatly from moving to a homeschool environment where the parents have full control over who their children are contact with.,Homeschooling should be banned,AGAINST,train
children who are extremely talented actors should be allowed to excel in their field.,We should ban the use of child actors,AGAINST,train
children who are home schooled do better on the tests,Homeschooling should be banned,AGAINST,train
children who are home skilled do not learn the necessary social schools.,Homeschooling should be banned,FAVOR,train
children who are homeschooled are less likely to go to college,Homeschooling should be banned,FAVOR,train
children who are homechooled are often inadequately socialized and miss out on important friendships.,Homeschooling should be banned,FAVOR,train
children who are homeschooled may end up feeling lonely because they have't socializing with school friends. there could also be the worry that they aren't getting a proper education.,Homeschooling should be banned,FAVOR,train
children who are raised in foster care have a higher probability of drug and alcohol abuse in their adult lives.,Foster care brings more harm than good,FAVOR,train
Children who are taken care of by foster families get access to all kinds of resources that are needed for healthy and prosperous living.,Foster care brings more harm than good,AGAINST,train
Children who grow up in polygamous households have poor academic performance compared to those who grow up in monogamous families.,We should legalize polygamy,AGAINST,train
children who have a father at home become much better adjusted adults and contribute much more to society,We should subsidize stay-at-home dads,FAVOR,train
children who homeschool far surpassed their public school peers in standardized testing with an overall 10% better performance.,Homeschooling should be banned,AGAINST,train
Children who love to act ought to have the right to do so.,We should ban the use of child actors,AGAINST,train
children who work as actors face a lot of pressure from the directors and production staff,We should ban the use of child actors,FAVOR,train
children who would not thrive in schools often achieve better results and all round education being educated at home.,Homeschooling should be banned,AGAINST,train
children whose parents are involved in polygamous relationships have higher rates of child abuse and neglect,We should legalize polygamy,AGAINST,train
children will not get to experience family and stability until they are old enough,Foster care brings more harm than good,AGAINST,train
children with behavioral problems could not adapt well to new environments,Foster care brings more harm than good,FAVOR,train
children with body afflictions should have their quality of life improved,We should ban cosmetic surgery for minors,AGAINST,train
children with disabilities or mental illnesses will get as much patience as they need in home.,Homeschooling should be banned,AGAINST,train
children with natural defects should be allowed to improve their appearance,We should ban cosmetic surgery for minors,AGAINST,train
"children with responsible parents and wise people who with them can grow up as well rounded individuals, who can live without the need for fame",We should ban the use of child actors,AGAINST,train
"childrens' bodies are constantly changing  throughout childhood so that, cosmetic surgery may be used to alter an disliked part of the body when it may change anyway, resulting in unnecessary surgery",We should ban cosmetic surgery for minors,FAVOR,train
children's brains have not matured and developed enough to make life long choices in regards to whats going into their.,We should ban cosmetic surgery for minors,FAVOR,train
"choice, even one the might be unhealthy is up to individuals",We should ban fast food,AGAINST,train
"choosing to abst people from voting is a vote in itself.  refusing to support either candidate is a valid choice, and should be honored.",We should introduce compulsory voting,AGAINST,train
"Choosing your baby's sex interferes with what nature intended. People should not ""play God"".",We should legalize sex selection,AGAINST,train
churches that practice celibacy do so for reasons including their faith and we have no right to say they should abandon those beliefs.,The vow of celibacy should be abandoned,AGAINST,train
Circumventing the law by building detention camps off of US soil makes a mockery of the very institutions America is sworn to protect.,We should close Guantanamo Bay detention camp,FAVOR,train
cities bring everything closer together and make it easier to do everything as a result of that.,We should fight urbanization,AGAINST,train
cities provide more jobs for people than rural areas ever.,We should fight urbanization,AGAINST,train
citizens are responsible for their government and have a duty to participate in their own democracy. democracy only works when all actively vote and without laws many people do not vote.,We should introduce compulsory voting,FAVOR,train
citizens have freedom to choose if they want to participate in the political  process including abstaining from voting if they choose. forcing a person to vote dilutes the meaning of the process.,We should introduce compulsory voting,AGAINST,train
people have the right to choose where we want to eat so it is harmful to our health,We should ban fast food,AGAINST,train
Citizens should be allowed to defend themselves with lethal force in a life-or-death situation because the police are typically slow to respond to such situations.,We should abolish the right to keep and bear arms,AGAINST,train
citizens should have the right to choose when to withdraw,We should end mandatory retirement,FAVOR,train
citizens should have the right to protect themselves anyway they see fit,We should abolish the right to keep and bear arms,AGAINST,train
citizens will suffer with a slowed economy and chances of recovery are slim.,We should adopt an austerity regime,AGAINST,train
Claiming that women cannot make rational choices about their own bodies is demeaning and unjust.,Surrogacy should be banned,AGAINST,train
"cleaner air, possibly less accidents, easier for the disabled and others who may not be able to drive for medical or family reasons to get around.",We should stop the development of autonomous cars,AGAINST,train
"clearly it must be forbidden, the lack of respect for national symbols should not be tolerated",We should prohibit flag burning,FAVOR,train
clearly these people are okay with following through with a crime so long as we set them up to do so before someone gets hurt.,Entrapment should be legalized,FAVOR,train
clergy should have the option to marry and have a family like everyone else,The vow of celibacy should be abandoned,FAVOR,train
"clerical celibacy is not a divine command, sex is a natural act and being forced to suppress it brings more harm than good",The vow of celibacy should be abandoned,FAVOR,train
"climate change and overpopulation make the future of life on earth dubious. therefore, we should be exploring other options in case we need help in the future.",We should subsidize space exploration,FAVOR,train
close it now and stop terrorists from using it as a recruitment tool,We should close Guantanamo Bay detention camp,FAVOR,train
closing gitmo will only lead to more terrorists running free and thus jeopardizing our country.,We should close Guantanamo Bay detention camp,AGAINST,train
closing Guantanamo Bay could result in detainees being sent to supermax prisons where their conditions would be worse.,We should close Guantanamo Bay detention camp,AGAINST,train
closing guantanamo bay detection camp could allow extreme terrorists to not receive just punishment and for us not to find out more information through interrogation.,We should close Guantanamo Bay detention camp,AGAINST,train
"closing guantanamo bay would release inmates who have been held without being charged with a crime, which is illegal in the us",We should close Guantanamo Bay detention camp,AGAINST,train
closing guantanamo bay is not as easy as going in a shutting it down. because there's lot of political road blocks and costs to.,We should close Guantanamo Bay detention camp,AGAINST,train
closing guantanamo bay would release dangerous criminals into the world,We should close Guantanamo Bay detention camp,AGAINST,train
closing guantanamo bay obligatory because they holding people there for years for nothing. how is that possible in this modern world?,We should close Guantanamo Bay detention camp,FAVOR,train
Closing Guantanamo would embolden terrorists who would act like it is a win.,We should close Guantanamo Bay detention camp,AGAINST,train
"closing the bay would be to release numerous terrorists who could go on to kill countless innocent people. also, the camp can give terrorists pause knowing they may get sent there if caught",We should close Guantanamo Bay detention camp,AGAINST,train
closing the camp would lead to more humane pathways to justice on the world.,We should close Guantanamo Bay detention camp,FAVOR,train
closing this camp would allow us to move on from a dark chapter in the history of human rights.,We should close Guantanamo Bay detention camp,FAVOR,train
environmental governments allow for more compromise and discourse and are only possible in a multiparty system.,We should adopt a multi-party system,FAVOR,train
Coalitions can be unstable and cause the government to collapse.,We should adopt a multi-party system,AGAINST,train
"Coercing a person to commit a crime is unjust, unacceptable behavior.",Entrapment should be legalized,AGAINST,train
coesmtic surgery is dangerous and should be minors,We should ban cosmetic surgery for minors,FAVOR,train
"collectivism  brings a larger social consciousness, where the good of the whole is worked out over individual, individual wants and desires. it can help to create a sense of cohesiveness among diverse social cultures.",We should oppose collectivism,AGAINST,train
collectivism  helps unite all people.,We should oppose collectivism,AGAINST,train
collectivism  inhibits creativity and any new ideas and it slows down progress,We should oppose collectivism,FAVOR,train
collectivism  in making decisions is not appropriate if it causes a small harm to ensure the safety of a large number. no one should be sacrificed to help others.,We should oppose collectivism,FAVOR,train
"collectivism aims to work toward what is good for all rather than a single person or group, this means a better society for all",We should oppose collectivism,AGAINST,train
collectivism allows for focused intervention for a specific issue using all means and means necessary to fix the situation.,We should oppose collectivism,AGAINST,train
"collectivism allows for one group to be focused on resulting in greater improvement for one great issue, allowing for the focus to properly address the problems.",We should oppose collectivism,AGAINST,train
collectivism allows for the group mentality and act to provide a better quality of life equal for the people in a collective government.,We should oppose collectivism,AGAINST,train
collectivism allows people to work in the interest of the community or the greater good and fights against social inequality.,We should oppose collectivism,AGAINST,train
collectivism allows us to work together more effectively and should not be opposed.,We should oppose collectivism,AGAINST,train
collectivism and socialismism are many of the the problems results in people blaming others for their problems rather than looking for solutions themselves,We should oppose collectivism,FAVOR,train
collectivism appeals to our better instincts and it is worth aspiring to be a good of society.,We should oppose collectivism,AGAINST,train
