Tweet,Target 1,Stance 1,set
entrapment only entangles those that were looking to commit a crime and stops them before they do it,Entrapment should be legalized,FAVOR,train
entrapment only works if someone has already decided to commit a crime,Entrapment should be legalized,FAVOR,train
entrapment prevents the carrying out of crime and is a viable way of detecting lawbreakers,Entrapment should be legalized,FAVOR,train
"entrapment sets people up to fail and is simply, unfair.",Entrapment should be legalized,AGAINST,train
entrapment should be allowed to help police in tackling crime.,Entrapment should be legalized,FAVOR,train
entrapment should be considered as legal as giving huge benefit for safe and secure society.,Entrapment should be legalized,FAVOR,train
entrapment should be illegal because law enforcement might force an alleged perpetrator into a crime he may not be willing to commit in the first place.,Entrapment should be legalized,AGAINST,train
entrapment should be illegal because the person might not of done anything illegal but they may have been tricked into it and using this as a defence will not be strong enough.,Entrapment should be legalized,AGAINST,train
entrapment should be illegal because they are convincing someone to commit a crime that they may not have committed without being cohersed into it.,Entrapment should be legalized,AGAINST,train
entrapment should be legal because if the person was going to do something illegal in the entrapment they was going to do it anyway and therefore should still be prosecuted.,Entrapment should be legalized,FAVOR,train
entrapment should be legal because it catches criminals that were already looking to commit the crime anyway.,Entrapment should be legalized,FAVOR,train
entrapment should be legal because it is a good way to ensure that a criminal is caught and prosecuted.,Entrapment should be legalized,FAVOR,train
entrapment should be legal if it helps keep criminals off the street and from committing more crimes. the individuals affected by entrapment are usually those who are criminals anyway.,Entrapment should be legalized,FAVOR,train
entrapment should be legal if the perpetrator is wanted badly enough.,Entrapment should be legalized,FAVOR,train
"entrapment should be legal since the person was willing to do the illegal deed. they didn't know they were being entrapped, they thought they were really committing a crime.",Entrapment should be legalized,FAVOR,train
entrapment should be legalised if it keeps prostitution off the streets,Entrapment should be legalized,FAVOR,train
entrapment should be legalize because it can stop possible future criminals because if you can trick them into doing it there is a chance they would've done it in the future with worse consequences.,Entrapment should be legalized,FAVOR,train
entrapment should be legalized as enables the police to capture criminals,Entrapment should be legalized,FAVOR,train
entrapment should be legalized as it gives a clear insight into how a person would respond in certain situations and their attitude towards breaking the law.,Entrapment should be legalized,FAVOR,train
Entrapment should be legalized as it is a useful tool to catch criminals when other strategies have failed.,Entrapment should be legalized,FAVOR,train
entrapment should be legalized as it may be the only way of compiling evidence in order to solve a crime.,Entrapment should be legalized,FAVOR,train
"Entrapment should be legalized because better evidence leads to shorter trials, which means less time spent in jail for the accused before trial.",Entrapment should be legalized,FAVOR,train
"entrapment should be legalized because in some cases, it's the only way to verify that criminal activity is taking place.",Entrapment should be legalized,FAVOR,train
"Entrapment should be legalized because it can be used in a responsible way, even if it hasn't always been in the past.",Entrapment should be legalized,FAVOR,train
"Entrapment should be legalized because it can be used in ways that are not abusive, like a police-run ""to catch a predator.""",Entrapment should be legalized,FAVOR,train
"entrapment should be legalized because it can be useful to weed out all the criminals. if you are entrapped, your true self will show if you commit a crime.",Entrapment should be legalized,FAVOR,train
entrapment should be legalized because it can help stop would be criminals,Entrapment should be legalized,FAVOR,train
entrapment should be legalized because it catches out people who have done wrong,Entrapment should be legalized,FAVOR,train
entrapment should be legalized because it gets a lot of the bad guys off the streets,Entrapment should be legalized,FAVOR,train
entrapment should be legalized because it helps a lot of police officers close their cases,Entrapment should be legalized,FAVOR,train
entrapment should be legalized because it helps catches criminals and puts them behind bars.,Entrapment should be legalized,FAVOR,train
entrapment should be legalized because it is a way to catch potential criminals,Entrapment should be legalized,FAVOR,train
Entrapment should be legalized because it is arbitrary to ban this one type of evidence.,Entrapment should be legalized,FAVOR,train
entrapment should be legalized because it will help us catch more criminals who will commit crimes if someone pushes them slightly,Entrapment should be legalized,FAVOR,train
Entrapment should be legalized because it would allow police to go after known criminals for otherwise difficult to prove acts.,Entrapment should be legalized,FAVOR,train
"entrapment should be legalized because no matter what, a person should be smart enough to always do the right thing.",Entrapment should be legalized,FAVOR,train
entrapment should be legalized because people are getting away with heinous acts that could be prevented.,Entrapment should be legalized,FAVOR,train
entrapment should be legalized because people need to learn to obey the law at all times.,Entrapment should be legalized,FAVOR,train
entrapment should be legalized because people should be aware at all times and only obey rules when law enforcement is in site.,Entrapment should be legalized,FAVOR,train
Entrapment should be legalized because regulating it is better for the justice system than banning it outright.,Entrapment should be legalized,FAVOR,train
entrapment should be legalized because sometimes this tactic is the only way to apprehend repeat offenders.,Entrapment should be legalized,FAVOR,train
entrapment should be legalized because that is the only way to catch bad people,Entrapment should be legalized,FAVOR,train
Entrapment should be legalized because the mens rea is present despite the entrapment.,Entrapment should be legalized,FAVOR,train
entrapment should be legalized because the only people in the position of becoming entrapped are criminals anyway. it keeps more criminals from committing more crimes.,Entrapment should be legalized,FAVOR,train
entrapment should be legalized in order to catch pedophiles,Entrapment should be legalized,FAVOR,train
Entrapment should be legalized in order to make people more wary of breaking the law.,Entrapment should be legalized,FAVOR,train
Entrapment should be legalized in order to preserve police resources and prosecute criminals more efficiently.,Entrapment should be legalized,FAVOR,train
"Entrapment should be legalized in order to specifically go after people who target children or other vulnerable groups, who would be hard to catch otherwise.",Entrapment should be legalized,FAVOR,train
entrapment should be legalized since it is fun.,Entrapment should be legalized,FAVOR,train
entrapment should be legalized since it is one of the best ways to catch a criminal in the act,Entrapment should be legalized,FAVOR,train
entrapment should be legalized since people trying to bad things should be punished just like people that are actually doing bad things.,Entrapment should be legalized,FAVOR,train
entrapment should be legalized some people need to feel the power of entrapment.   this is always not the case but certain individuals require entrapment because of the way they live their lives.,Entrapment should be legalized,FAVOR,train
entrapment should not be allowed as it entices people to act in an unnatural way as a result of enticements of the police,Entrapment should be legalized,AGAINST,train
entrapment should not be legalised if it induces a person to commit a crime that they would have otherwise been unlikely to commit,Entrapment should be legalized,AGAINST,train
Entrapment should not be legalized as it forces people into unnatural situations that mean they behave in an unnatural way which does not necessarily prove guilt.,Entrapment should be legalized,AGAINST,train
Entrapment should not be legalized as it is an unfair way of dealing with people and puts them into false situations.,Entrapment should be legalized,AGAINST,train
entrapment should not be legalized as it is not an honest way of keeping people honest.,Entrapment should be legalized,AGAINST,train
entrapment should not be legalized as the poice will have a detailed knowledge of the law and therefore how to persuade others to break it in order to gain the conviction.,Entrapment should be legalized,AGAINST,train
"entrapment should not be legalized because if you have to trap a person to catch them doing wrong, then the enforcement team is not doing a very good job as people are breaking the law constantly.",Entrapment should be legalized,AGAINST,train
Entrapment should not be legalized because it creates an imbalance in favor of prosecutors.,Entrapment should be legalized,AGAINST,train
entrapment should not be legalized because it gives too much power to certain people such as those who are working law enforcement.,Entrapment should be legalized,AGAINST,train
Entrapment should not be legalized because it is inducing someone to commit a crime they might not have committed otherwise.,Entrapment should be legalized,AGAINST,train
"Entrapment should not be legalized because it is not necessary for the police to do their job, so we should defer to not infringing on people's freedom by entrapping them.",Entrapment should be legalized,AGAINST,train
entrapment should not be legalized because it is trapping others against their will and that is wrong.,Entrapment should be legalized,AGAINST,train
Entrapment should not be legalized because it is unethical to promote unethical behavior.,Entrapment should be legalized,AGAINST,train
Entrapment should not be legalized because it leads to over-policing of certain neighborhoods at the expense of others.,Entrapment should be legalized,AGAINST,train
Entrapment should not be legalized because it will lead to court clog as more cases are brought forward.,Entrapment should be legalized,AGAINST,train
Entrapment should not be legalized because it will lead to many false convictions.,Entrapment should be legalized,AGAINST,train
Entrapment should not be legalized because police will focus on easy convictions rather than finding other criminals.,Entrapment should be legalized,AGAINST,train
Entrapment should not be legalized because police will use it to target African Americans and other minority groups.,Entrapment should be legalized,AGAINST,train
entrapment should not be legalized because some police would take advantage of it,Entrapment should be legalized,AGAINST,train
"Entrapment should not be legalized because the criminal justice system does not have a problem getting convictions, but rather there are too many convictions.",Entrapment should be legalized,AGAINST,train
entrapment should not be legalized because there are crooked cops and they would use it unnecessarily,Entrapment should be legalized,AGAINST,train
Entrapment should not be legalized because there is no way to know if someone would have committed the crime without police involvement.,Entrapment should be legalized,AGAINST,train
entrapment should not be legalized because there will be an absue of such power and just about anyone can be arrested.,Entrapment should be legalized,AGAINST,train
entrapment should not be legalized because you are unfairly goading someone into committing a crime that they otherwise might not commit.,Entrapment should be legalized,AGAINST,train
Entrapment should not be legalized. It just take in consideration one fault one could has made to make one's the culprit. It is deceitful,Entrapment should be legalized,AGAINST,train
entrapment shouldn't be legal because it allows a person who otherwise would have never committed a crime to be coerced into it.,Entrapment should be legalized,AGAINST,train
entrapment shouldn't be legal because it forces people into uncomfortable situations and can put truly innocent people in prison because of a choice they were forced to make because a cop tricked them.,Entrapment should be legalized,AGAINST,train
entrapment shouldn't be legalized because a lot of times it leads to false confessions from people.,Entrapment should be legalized,AGAINST,train
entrapment shouldn't be legalized because is importa the movilization in society of people,Entrapment should be legalized,AGAINST,train
entrapment shouldn't be legalized because it is immoral to trick someone into committing a crime,Entrapment should be legalized,AGAINST,train
entrapment shouldn't be legalized because it may end up getting wrong people in trouble,Entrapment should be legalized,AGAINST,train
entrapment shouldn't be legalized because the people not working normal,Entrapment should be legalized,AGAINST,train
"Entrapment targets individuals who otherwise wouldn't be disposed to committing crimes, which is both a waste of policing resources, and, if they are convicted, a waste of resources in punishing those individuals.",Entrapment should be legalized,AGAINST,train
entrapment undermines the judicial process.,Entrapment should be legalized,AGAINST,train
entrapment violates fundamental human rights and leads to false prosecutions of otherwise innocent people and should  be banned.,Entrapment should be legalized,AGAINST,train
entrapment violates our civil rights.,Entrapment should be legalized,AGAINST,train
entrapment will allow the authorities to arrest those with inclination towards crime and wrongdoing making society safer as a whole,Entrapment should be legalized,FAVOR,train
entrapment will help convict more criminals which will also prevent crime by making people think twice before doing it.,Entrapment should be legalized,FAVOR,train
entrapment would be a good way of bringing criminals to book sooner rather than later.,Entrapment should be legalized,FAVOR,train
entrapment would be use to arrest people and especially people of color who otherwise would have never done a crime and would be used for quota's and prison occupancy,Entrapment should be legalized,AGAINST,train
entrapment would make it a lot easier to catch criminals,Entrapment should be legalized,FAVOR,train
entrpament allows the police to catch people who they strongly suspect are involved in crimes that are ordinarily difficult to detect,Entrapment should be legalized,FAVOR,train
enttrapment should be legalized because sometimes that is the only way to catch the bad guys,Entrapment should be legalized,FAVOR,train
eradicate the detection field of guantánamo bay.,We should close Guantanamo Bay detention camp,FAVOR,train
escalating cases of mass shootings mean it is time for drastic change and we need to abolish the right to keep and bear arms.,We should abolish the right to keep and bear arms,FAVOR,train
escr is morally unacceptable to some people,We should subsidize embryonic stem cell research,AGAINST,train
"european countries, for their part, tended to consider patent rights as monopolistic.",We should abolish intellectual property rights,FAVOR,train
even a little self-interest will cause collectivism to fail. it goes against human nature.,We should oppose collectivism,FAVOR,train
"even after the civil rights movement, minorities are treated unfairly, so affirmative action helps to level the playing field a little bit.",We should end affirmative action,AGAINST,train
"even if a naturopath treatment  may not have a lot of info on it, it still might work for the person being prescribed it.",We should ban naturopathy,AGAINST,train
even if abolished guns will still exist. you'd never be able to find every gun and confiscate them. now the only people with guns would be criminals who have untraceable weapons.,We should abolish the right to keep and bear arms,AGAINST,train
"even if all people are qualified, affirmative action comes from the perspective that women or minorities are “inferior” to white men, which promotes a superior attitude from the majority class.",We should end affirmative action,FAVOR,train
"even if countries say they are eliminating nuclear weapons, we need to have our ready in case the other countries lied.",We should fight for the abolition of nuclear weapons,AGAINST,train
"even if guns fall into the wrong hands, law abiding citizens should be allowed to protect themselves in whichever manner they feel safest with.",We should abolish the right to keep and bear arms,AGAINST,train
"Even if individuals get divorced, the harms of an unsuccessful marriage are no worse inherently than the harms of ending a long term relationship, and therefore there is no pragmatic reason to abandon marriage.",We should abandon marriage,AGAINST,train
"Even if nations were able to survive a nuclear war, they resulting nuclear fallout and climate change would likely make life on Earth difficult for centuries to come, dooming future generations.",We should fight for the abolition of nuclear weapons,FAVOR,train
"even if only marginally profitable, whaling can provide several hundred jobs in areas of high unemployment.",We should ban whaling,AGAINST,train
"even if people don't identify with the traditional language, they still fit into one of the 2 categories so we should not be complicating things further by adding third or fourth or even fifth choices",We should adopt gender-neutral language,AGAINST,train
"Even if someone is fooled into committing a crime, in action and in principle they have still freely violated the law and should be punished.",Entrapment should be legalized,FAVOR,train
"Even if states are responsible, the existence of nuclear weapons means they can potentially be exploited by terrorist organizations who infiltrate or steal from the state.",We should fight for the abolition of nuclear weapons,FAVOR,train
"Even if the government doesn't gain influence over the reported news, the perception that it does will increase public distrust and prevent journalists from doing their job.",We should subsidize journalism,AGAINST,train
"even if we continue to develop, wouldn't have to roll them out until they were fully safe",We should stop the development of autonomous cars,AGAINST,train
"even if we did find a cure, big pharmaceutical companies would probably drive the price up to ridiculous amounts anyway.",We should subsidize embryonic stem cell research,AGAINST,train
"even if we have some regulations guns are always going to fall into the hands of those who wish to do harm, it is better to ban them outright.",We should abolish the right to keep and bear arms,FAVOR,train
"Even if you are convicted of a crime because of entrapment, your intention existed to commit a crime, and when determining guilt and punishment intention is ultimately the most important factor.",Entrapment should be legalized,FAVOR,train
"Even if you believe that people should be able to speak publicly no matter their view, those same people are not entitled to speak in any particular public sphere, and therefore safe spaces don't violate rights.",We should abolish safe spaces,AGAINST,train
"Even in today's world pay inequality is a fact and this means that dad's cannot afford to stay at home, a subsidy is essential to allow dads the same opportunity as mums.",We should subsidize stay-at-home dads,FAVOR,train
Even just testing out nuclear weapons is incredibly bad for the environment and people / animals living in it.,We should fight for the abolition of nuclear weapons,FAVOR,train
even minors have the right to bodily autonomy and should be allowed to decide for themselves whether to have cosmetic surgery.,We should ban cosmetic surgery for minors,AGAINST,train
"Even one accident from a nuclear weapon going off unintentionally would cause massive damage, and this is damage that we should not accept the risk of as a society.",We should fight for the abolition of nuclear weapons,FAVOR,train
"even simple nuances in our language like ""police man"" instead of ""police officer"" subtly infer that men are the default, we need to make changes to reverse this.",We should adopt gender-neutral language,FAVOR,train
Even the appearance of control through subsidies destroys the credibility of newspapers.,We should subsidize journalism,AGAINST,train
Even the optics of bias due to funding could undermine Wikipedia's purpose.,We should subsidize Wikipedia,AGAINST,train
"even though there have been instances of accidents, the technology is constantly improving. to stop development now would be counter productive.",We should stop the development of autonomous cars,AGAINST,train
"Even when entrapment occurs, people are not forced to commit crimes and are still acting on their own volition, meaning it can be used to lure out predators in the community.",Entrapment should be legalized,FAVOR,train
"Even with high rates of divorce, married couples and the children of married parents ultimately have more stable and emotionally healthy lives than their unmarried counterparts.",We should abandon marriage,AGAINST,train
"Even without entrapment, police are able to do things such as sting operations or undercover investigations, so long as they don't provoke the committing of a crime, which can target and bring down crime syndicates.",Entrapment should be legalized,AGAINST,train
eventually we will need to seek out other planets to settle on in cases of emergency,We should subsidize space exploration,FAVOR,train
every child has a right to be born regardless of their gender so sex selection should not be legalized.,We should legalize sex selection,AGAINST,train
"every child should go to a proper school, home schooled children do not receive adequate education",Homeschooling should be banned,FAVOR,train
every citizen has the right to burn the flag according to the bill of rights,We should prohibit flag burning,AGAINST,train
"every company wants the best, most talented executives, and their compensation package determinies whether or not they are able to hire the best.",We should limit executive compensation,AGAINST,train
every country should have weapons to defend themselves against possible attacks.,We should fight for the abolition of nuclear weapons,AGAINST,train
every country talking about peace and at the same time building and producing more nuclear weapons which should be stopped and  only way for that is abolition.,We should fight for the abolition of nuclear weapons,FAVOR,train
every couple deserves a chance for biological children and barring surrogacy will crush many dreams,Surrogacy should be banned,AGAINST,train
every crime is committed for a different reason.  the judicial system needs to be able to take these circumstances into consideration for each individual case.,We should limit judicial activism,AGAINST,train
every government in the world should and must fight for affirmative action because helping people affected by discrimination.,We should end affirmative action,AGAINST,train
every human being should have equal chance in everything and opposing collectivism should be followed.,We should oppose collectivism,FAVOR,train
every individual should be able to choose whether or not they want to vote,We should introduce compulsory voting,AGAINST,train
every journalist should be able to report the news regardless of whether they have the monetary means to do so or not.,We should subsidize journalism,FAVOR,train
every judge is trusted to give their own interpretation of the constitution; there is no way to prevent implicit biases from coming up in their decisions.,We should limit judicial activism,AGAINST,train
"every one has the right to choose what they want to do with their bodies, it isn't in our place to decide if cosmetic surgery is bad for minors.",We should ban cosmetic surgery for minors,AGAINST,train
every parent has a right to homeschool their children in these times where there are far to many school shootings.,Homeschooling should be banned,AGAINST,train
every parent should have the choice to what sex they want for their kids.,We should legalize sex selection,FAVOR,train
every person has a right to their bodily autonomy whether or not we like it.,We should ban cosmetic surgery for minors,AGAINST,train
"Every person should be free to decide what lifestyle best fits him, it is not one size fits all.",We should legalize polygamy,FAVOR,train
"every species has to be part of a larger ecosystem.   if we have too many whales relative to their food sources, we have to either increase their food or reduce their population.",We should ban whaling,AGAINST,train
"Every system has its failings, but overall people involved in foster care are loving, devoted individuals with the children's best interests in mind.",Foster care brings more harm than good,AGAINST,train
every young person deserves to have somewhere to go where they can freely express themselves without fear of retribution or ridicule.,We should abolish safe spaces,AGAINST,train
everybody deserves a fair chance at a particular job.,We should end affirmative action,FAVOR,train
everybody deserves the right to an education,We should subsidize vocational education,FAVOR,train
everybody has a option to choose what`s wont to be and supporting pride parades are obligatory for all us living in democracy.,We should cancel pride parades,AGAINST,train
everybody has the responsibilty to give their opinion on what happens in their country,We should introduce compulsory voting,FAVOR,train
everybody has the right to do what they want,We should ban the use of child actors,AGAINST,train
everybody has the right to freedom of speech and expression,We should cancel pride parades,AGAINST,train
everybody in this country deserves to be treated equally.,We should adopt gender-neutral language,FAVOR,train
everybody is entitled to an opinion and everybody has different ones. it isn’t fair to punish someone based on something other than the law.,We should limit judicial activism,FAVOR,train
everybody should be free to use anyone else's intellectual property. otherwise it's not a free country,We should abolish intellectual property rights,FAVOR,train
everybody should be made to vote because the who populations views need to be registered,We should introduce compulsory voting,FAVOR,train
everybody should have a right to decide when the person wants and  can afford to retire.,We should end mandatory retirement,FAVOR,train
"everybody should have the right to do what they choose to their own bodies, and naturopathy has its place, if only as a placebo.",We should ban naturopathy,AGAINST,train
"everybody, including minors, should have access to cosmetic surgery which help with self confidence",We should ban cosmetic surgery for minors,AGAINST,train
everyone can rise to the top on their own merits so we should end affirmative action as it promotes prejudice.,We should end affirmative action,FAVOR,train
everyone deserves a chance at a higher education without much worry on costs,We should subsidize student loans,FAVOR,train
everyone deserves a chance of a good education even if they can not afford the schooling.,We should subsidize student loans,FAVOR,train
everyone deserves to be celebrated for their consistent hard work and special efforts,We should limit executive compensation,AGAINST,train
everyone deserves to be safe and has the right to safety.,We should abolish safe spaces,AGAINST,train
everyone has a right to celebrate and show pride.  otherwise it would be discrimination.,We should cancel pride parades,AGAINST,train
everyone has a right to make this choice,We should ban cosmetic surgery,AGAINST,train
everyone has a right to vote and to not vote if they don't want to.  if someone doesn't think any of the candidates are capable then they shouldn't be forced to put them in office.,We should introduce compulsory voting,AGAINST,train
everyone has a say at who is voted in and who is voted out.,We should introduce compulsory voting,FAVOR,train
everyone has opinions about themselves and should be in control of how they treat their bodies,We should ban cosmetic surgery,AGAINST,train
everyone has the right to abstain based on how they feel they are able to vote on a topic,We should introduce compulsory voting,AGAINST,train
everyone has the right to alter their bodies or appearances in which ever way makes them feel comfortable and at ease.,We should ban cosmetic surgery,AGAINST,train
everyone has the right to be who they are.,We should cancel pride parades,AGAINST,train
everyone has the right to be who they want to be and the government has no right to prevent that.,We should legalize sex selection,FAVOR,train
"Everyone has the right to bodily autonomy. If a person chooses to sell his or her body for sex, it should not be illegal.",We should legalize prostitution,FAVOR,train
everyone has the right to choose what to do with their own bodies,We should ban cosmetic surgery,AGAINST,train
everyone has the right to develop their maximum potential regardless of whether they are children or adults.,We should ban the use of child actors,AGAINST,train
everyone has the right to do with their bodies what they see best as long as it does not harm another person,We should ban cosmetic surgery for minors,AGAINST,train
everyone has the right to have pride parades.,We should cancel pride parades,AGAINST,train
everyone has the right to their own beliefs and lifestyle choice and no one should be able to say that homosexuals should not celebrate their homosexuality.,We should cancel pride parades,AGAINST,train
everyone has the right to treat their body as they wish and cosmetic surgery is a form of this right,We should ban cosmetic surgery for minors,AGAINST,train
"everyone in this country have a freedom of choice, including minors. if they want to do the surgery so be it.",We should ban cosmetic surgery for minors,AGAINST,train
"Everyone is capable of being reformed, but that is impossible with the death penalty.",We should abolish capital punishment,FAVOR,train
everyone is entitled to chose how to not just live but also end their life.,Assisted suicide should be a criminal offence,AGAINST,train
everyone is entitled to his opinion.,We should limit judicial activism,AGAINST,train
"everyone is free to decide what they want to do with their life, that includes what you eat, if you teach children to eat vegetables, fast food would not be business.",We should ban fast food,AGAINST,train
"Everyone must have the right to defend themselves, their families and their property, more and more criminals are carrying guns and if homeowners do not have them they are defenceless",We should abolish the right to keep and bear arms,AGAINST,train
everyone needs a place where they can be accepted without judgment.,We should abolish safe spaces,AGAINST,train
everyone needs a place where they feel safe,We should abolish safe spaces,AGAINST,train
"everyone needs to be responsible for themselves, to have the right to make all their own decisions and set their own values. groups should not be allowed to tell them what to do.",We should oppose collectivism,FAVOR,train
everyone needs to die at some point and embryonic cell research will mainly be used to help the rich.,We should subsidize embryonic stem cell research,AGAINST,train
everyone needs to work hard to get what they want.,We should end affirmative action,FAVOR,train
everyone no matter of race should be treated equal.,We should end racial profiling,FAVOR,train
"everyone should be able to bear arms in order to protect themselves, their homes and their families.",We should abolish the right to keep and bear arms,AGAINST,train
everyone should be able to choose what happens to them including when to die so it shouldn’t be a criminal offence to  help with that.,Assisted suicide should be a criminal offence,AGAINST,train
everyone should be allowed to celebrate who they are and bring understanding to others,We should cancel pride parades,AGAINST,train
everyone should be allowed to have the option to improve their appearance.,We should ban cosmetic surgery for minors,AGAINST,train
everyone should be free to do whatever they want,We should prohibit flag burning,AGAINST,train
"everyone should be free to use any type of medicine to cure their illnesses - it is not for legislation to dictate what they should do , that would be a violation of their right to freedom.",Homeopathy brings more harm than good,AGAINST,train
everyone should be required to vote to make sure that people who are elected are chosen by the majority.,We should introduce compulsory voting,FAVOR,train
everyone should get a free university education rather than a vocational degree,We should subsidize vocational education,AGAINST,train
"everyone should have a chance to celebrate their culture, gay culture included.",We should cancel pride parades,AGAINST,train
"everyone should have a choice about what they want to do with their bodies, and if selling an organ is one of them, they should be free to decide.",We should legalize organ trade,FAVOR,train
everyone should have a right to be happy.,We should ban cosmetic surgery,AGAINST,train
everyone should have full autonomy over their bodies regardless of age,We should ban cosmetic surgery for minors,AGAINST,train
everyone should have somewhere they feel safe,We should abolish safe spaces,AGAINST,train
EVERYONE SHOULD HAVE THE ABILITY TO GO TO UNI NOT JUST RICH PEOPLE,We should subsidize student loans,FAVOR,train
everyone should have the choice when to retire.,We should end mandatory retirement,FAVOR,train
"Everyone should have the freedom to choose what they eat and fast food is perfectly fine when eaten in moderation, it also plays an important purpose in modern society so it definitely should not be banned.",We should ban fast food,AGAINST,train
everyone should have the option of not engaging with the voting process if that is their choice.,We should introduce compulsory voting,AGAINST,train
"everyone should have the right to chose the direction they want to take, if someone is in unbearable pain with no quality of life then they should have the right to seek assistance.",Assisted suicide should be a criminal offence,AGAINST,train
everyone should have the right to do what they wish to their own bodies,We should ban cosmetic surgery,AGAINST,train
everyone should have the right to do what they wish with their own bodies.,We should ban cosmetic surgery for minors,AGAINST,train
everyone should have the right to keep and bear arms for protection,We should abolish the right to keep and bear arms,AGAINST,train
"everyone should have the right to their own freedom of speech, even if it means sending that message via a flag burning.",We should prohibit flag burning,AGAINST,train
"everyone should have their own right to choose who and how many people they want to marry, it is unconstitutional to limit this.",We should legalize polygamy,FAVOR,train
everyone should take part in voting and making choices for our country.,We should introduce compulsory voting,FAVOR,train
"everyone should vote, and the only way to ensure that happens is by instituting compulsory voting.",We should introduce compulsory voting,FAVOR,train
"everyone should vote, but voting turnout continues to decline. this would ensure everyone takes part in the democratic process.",We should introduce compulsory voting,FAVOR,train
everyone who can legally vote in elections should be forced to do so.   that is why compulsory voting should be introduced.   nothing is more important than voting for the leaders of our country.,We should introduce compulsory voting,FAVOR,train
everyone would get a say in what happens if it was compulsory to vote.,We should introduce compulsory voting,FAVOR,train
"everything about guantanamo bay violates fundamental, international human rights. people are held without trial, tortured and mistreated",We should close Guantanamo Bay detention camp,FAVOR,train
everything should be done to encourage people to finish college. this ultimately leads to a better educated population and benefits society as a whole,We should subsidize student loans,FAVOR,train
everything should be free and able to use,We should abolish intellectual property rights,FAVOR,train
evil people may find new ways to get an inventory of organs to sell,We should legalize organ trade,AGAINST,train
evil regimes thrive on power and money. sanctions are effective because they  deprive such regimes of money and hence their ability to amass power.,We should end the use of economic sanctions,AGAINST,train
Excessive levels of pay for executives is deeply disproportionate when compared to the far smaller remuneration for the multitude of the workforce and compensation should be limited in line with a fairer split.,We should limit executive compensation,FAVOR,train
excessive television watching leads to a sedentary lifestyle and obesity,We should abandon television,FAVOR,train
excessive wages damage company profitabity and is an abuse of the shareholders,We should limit executive compensation,FAVOR,train
executive are often awarded paid ridiculously high amounts that are unjustified for the work they do,We should limit executive compensation,FAVOR,train
executive compensation allows companies to get the best talent,We should limit executive compensation,AGAINST,train
executive compensation can be come out of control.,We should limit executive compensation,FAVOR,train
executive compensation causes an unfair situation.,We should limit executive compensation,FAVOR,train
executive compensation could encourage money laundering and corruption,We should limit executive compensation,FAVOR,train
"executive compensation creates a barrier between the ""executives"" and the ""workers"" and should be limited to a level that doesn't create such a different world between the two",We should limit executive compensation,FAVOR,train
executive compensation demoralizes the employees of the company that make only a fraction of what the ceos make.  income inequality needs to be addressed and limiting executive compensation is a first step.,We should limit executive compensation,FAVOR,train
executive compensation devalues the company by taking profits away from shareholders.,We should limit executive compensation,FAVOR,train
executive compensation encourages corruption,We should limit executive compensation,FAVOR,train
executive compensation encourages them to work for their pay,We should limit executive compensation,AGAINST,train
executive compensation ensures a company to retain top executives who have the ability and knowledge to provide necessary quality services and products.,We should limit executive compensation,AGAINST,train
executive compensation gives credit to those who have aided in their companies vitality and growth and should be continued to encourage the company the executive maintains.,We should limit executive compensation,AGAINST,train
"executive compensation has ballooned to excessive levels that far outweight the value of any one individual to the performace of a company, and engender damaging resentment in the general workforce.",We should limit executive compensation,FAVOR,train
"executive compensation has been inflated to grotesque amounts, is too often seen to reward failure, and harmfully magnifies a disconnect between the board members and blue collar workers of a company.",We should limit executive compensation,FAVOR,train
executive compensation has gotten out of control and it is being paid at the expense of underpaid workers.  its a situation where overpaid employees and board members keep voting raises for themselves.,We should limit executive compensation,FAVOR,train
executive compensation has gotten out of hand and too much is going to the top people and not enough to the lower workers,We should limit executive compensation,FAVOR,train
"executive compensation has hit astronomical levels, widening the pay gap between worker and executive, this has the potential to lead to disharmony and possible conflict.",We should limit executive compensation,FAVOR,train
executive compensation has to be limited to permit the company to show a profit,We should limit executive compensation,FAVOR,train
executive compensation helps bring talent in leadership that will grow a  company to be profitable,We should limit executive compensation,AGAINST,train
executive compensation increases costs and decreases benefits that other employees might receive.,We should limit executive compensation,FAVOR,train
executive compensation is a bonus for a job well done.,We should limit executive compensation,AGAINST,train
executive compensation is a farce and just a way for the richer to avoid taxes while paying themselves undeserving amounts of money and awards without a cap.,We should limit executive compensation,FAVOR,train
executive compensation is a good way to award those doing a better than average job without it being part of their pay.,We should limit executive compensation,AGAINST,train
executive compensation is a good way to reward executives for their contributions above and beyond the normal pay scale.,We should limit executive compensation,AGAINST,train
executive compensation is a joke. it's executives rewarding themselves on the backs of shareholders regardless of how well a company performs.,We should limit executive compensation,FAVOR,train
executive compensation is a reward for those who have worked to get to the top of their profession; it would be unfair to limit it.,We should limit executive compensation,AGAINST,train
executive compensation is a way to reward and incentivize the top employees.,We should limit executive compensation,AGAINST,train
executive compensation is abuse of unregulated capitalism and concentrates wealth into a very small number of people.,We should limit executive compensation,FAVOR,train
executive compensation is excessive and undermines the work or lower employees.,We should limit executive compensation,FAVOR,train
executive compensation is needed to provide their luxury lifestyle,We should limit executive compensation,AGAINST,train
executive compensation is not always effective and takes away from the rest of the employees who do most of the strenuous work,We should limit executive compensation,FAVOR,train
executive compensation is not paying for achievement because they are paid even if their companies are losing money,We should limit executive compensation,FAVOR,train
