Tweet,Target 1,Stance 1
CVS expects deal with Aetna to close by Thanksgiving https://t.co/A0JL02aAVX,The merger of CVS Health and Aetna,FAVOR
"CVS, Aetna Draw Closer to Closing $69B Combination https://t.co/BGGmCGa3eQ",The merger of CVS Health and Aetna,FAVOR
"ICYMI: CVS, Aetna Merger Moving Forward in 2018 https://t.co/zrbHl3PJBG #CVSAetna",The merger of CVS Health and Aetna,FAVOR
"The Department of Justice has approved CVS Health CVS 's acquisition of insurer Aetna AET , cementing a deal that c… https://t.co/M2iXnKaHYt",The merger of CVS Health and Aetna,FAVOR
CVS and Aetna up premarket on looming DOJ sign off on merger https://t.co/R8ow0sfvEA #premarket $CVS $AET,The merger of CVS Health and Aetna,FAVOR
"CVS Health Completes Acquisition of Aetna, Marking the Start of Transforming the Consumer Health Experience | CVS H… https://t.co/fueuWAcZJ6",The merger of CVS Health and Aetna,FAVOR
DoJ may not challenge CVS - Aetna $69bn deal https://t.co/H1JD1KilLn via @financialtimes,The merger of CVS Health and Aetna,FAVOR
CVS Gets Federal Approval To Acquire Aetna https://t.co/GTWHvyviL4 https://t.co/naaL3v9RFs,The merger of CVS Health and Aetna,FAVOR
"Department of Justice close to approving CVS Health/Aetna, Cigna/Express Scripts merger deals!! https://t.co/LVDiDv4whz",The merger of CVS Health and Aetna,FAVOR
#HealthChange Bulletin: #Shareholders green light @CVS @Aetna deal @dcexaminer https://t.co/tDHSSVFHZR,The merger of CVS Health and Aetna,FAVOR
Report: @CVSHealth's approximately $69 billion proposed acquisition of @Aetna is expected to be supported by U.S. a… https://t.co/SbucF4W2FE,The merger of CVS Health and Aetna,FAVOR
CVS closes $69B acquisition of Aetna in a 'transformative moment' for the industry https://t.co/n3OdYHO4g5,The merger of CVS Health and Aetna,FAVOR
"CVS has dodged one hurdle in its bid to buy insurer Aetna, as antitrust enforcers don’t see competitive problems th… https://t.co/LMmSsXYEuQ",The merger of CVS Health and Aetna,FAVOR
"CVS, Aetna shareholders greenlight merger https://t.co/b9aQCfwT2O Explore how this affects you and your organizatio… https://t.co/IISKTaBw5F",The merger of CVS Health and Aetna,FAVOR
CVS Health (CVS) announced today that it has completed its acquisition of Aetna (AET) https://t.co/6e9cQdVMoI,The merger of CVS Health and Aetna,FAVOR
US Justice Department clears CVS Health's $69 billion takeover of Aetna insurance company after requiring divestmen… https://t.co/zNFVQHHQsn,The merger of CVS Health and Aetna,FAVOR
Viewpoints: CVS' Plans To Merge With Aetna Still Promising; Amazon Just Might Tackle Health Policy Problems… https://t.co/W9dKOL7zP9,The merger of CVS Health and Aetna,FAVOR
CVS Health enters into agreement with DOJ to move forward with its acquisition of Aetna. https://t.co/Gq58QkokcD,The merger of CVS Health and Aetna,FAVOR
"ON THE BLOG: ""Aetna’s takeover by CVS is on a fast track for approval at both the state and federal level. The que… https://t.co/R9PvJORDuW",The merger of CVS Health and Aetna,FAVOR
@CVSHealth $CVS aetna deal closing soon and the stock movement shows investors love it. https://t.co/bJlwsUPjF9,The merger of CVS Health and Aetna,FAVOR
"Shareholders OK Merger of CVS, Aetna - U.S. News &amp; World Report https://t.co/r23nMEuCZB",The merger of CVS Health and Aetna,FAVOR
"UK #hackingtrial: Ex-editor Andy Coulson, lose bid to block 2 healthcare mergers: Aetna-Humana, Cigna-Anthem. https://t.co/pTzn64Ic6X",The merger of CVS Health and Aetna,FAVOR
"Aetna Update: “Of the 28 states, we have approvals in 23 … and we’re well down the line with the remaining five, an… https://t.co/CkCihziLIy",The merger of CVS Health and Aetna,FAVOR
Department of Justice Approves Cigna-Express Scripts Deal https://t.co/W41hrNR0wm $CI $ESRX $CVS $AET https://t.co/kNoJMJuayf,The merger of CVS Health and Aetna,FAVOR
CVS Health has completed its nearly $70 billion acquisition of insurer Aetna https://t.co/rMRgavfHrP,The merger of CVS Health and Aetna,FAVOR
CVS Health stockholders approve Aetna acquisition https://t.co/JU52alLfsq via @HC_Finance,The merger of CVS Health and Aetna,FAVOR
"CVS, Aetna Win U.S. Approval For $69 Billion Merger and 12 More Stories You Might've Missed To... https://t.co/C7wu8nQfcr #listicle",The merger of CVS Health and Aetna,FAVOR
"#CarInsurance, #CompareCarInsurance Aetna Shareholders Overwhelmingly Approve Proposed Acquisition by CVS Health… https://t.co/VV0EFRbjOc",The merger of CVS Health and Aetna,FAVOR
Stockholders approve $69B @CVSHealth acquisition of @Aetna via @thehill https://t.co/N9On4jDSKT,The merger of CVS Health and Aetna,FAVOR
The DOJ approved the $69 billion merge between CVS health and Aetna. Under the condition that Aetna sells its Medic… https://t.co/EOLy6gYDWu,The merger of CVS Health and Aetna,FAVOR
#CVS To Close $69 Billion #Aetna Acquisition Deal That Could Change Health Care https://t.co/w01hVEa32K #healthcare https://t.co/VDyTyew3df,The merger of CVS Health and Aetna,FAVOR
"CVS, Aetna unscathed through congressional hearing https://t.co/I1VeXIeUVP",The merger of CVS Health and Aetna,FAVOR
U.S. Clears Way for CVS Acquisition of Aetna That Promises Consumer Cost Savings https://t.co/EW6G5C8R9s,The merger of CVS Health and Aetna,FAVOR
"While we weren't looking: CVS wins approval to acquire Aetna so they ""can help cut soaring U.S. healthcare costs"" &lt;… https://t.co/XNM5wCRRg5",The merger of CVS Health and Aetna,FAVOR
@CVSHealth Gets Final Approval to Acquire @Aetna #Insurance @ThinkAdvisor https://t.co/eH8DqVRHU5,The merger of CVS Health and Aetna,FAVOR
CVS Health and Aetna $69 Billion Merger Is Approved With Conditions https://t.co/b10fPMHJdI,The merger of CVS Health and Aetna,FAVOR
"CVS AND AETNA CLOSE USD 69 BILLION MERGE
 #CVS $CVS
 $NYSE #Aetna $AET #merger #acquisition #DepartmentofJustice… https://t.co/JMxPB7q9o1",The merger of CVS Health and Aetna,FAVOR
@democracynow: DOJ Approves $69 Billion Merger Between CVS and Aetna https://t.co/DR66X1z6zu https://t.co/QksrkZ6PGu,The merger of CVS Health and Aetna,FAVOR
United States: Proposed CVS Health-Aetna Acquisition Holds Strong In Congressional Hearing https://t.co/9eE8KFcnt0,The merger of CVS Health and Aetna,FAVOR
Mega-merger healthcare players up on positive court ruling for AT&amp;T/Time Warner tie-up https://t.co/4YLGhRPVnn $CVS $AET $CI $ESRX,The merger of CVS Health and Aetna,FAVOR
New post: CVS CEO Says Merger With Aetna Is in 'Home Stretch' https://t.co/I1FhAwqHGO,The merger of CVS Health and Aetna,FAVOR
DOJ gives conditional approval to CVS merger with Aetna $AET $CVS $WCG https://t.co/BRkbYqED3c,The merger of CVS Health and Aetna,FAVOR
"The Department of Justice gave preliminary approval Wednesday for CVS Health's acquisition of insurer Aetna, cement… https://t.co/IMY5N6LSLE",The merger of CVS Health and Aetna,FAVOR
CVS Is Said to Be in Talks to Buy Aetna in Landmark Acquisition https://t.co/pK0ZToQo4f,The merger of CVS Health and Aetna,FAVOR
#CVS &amp; #Aetna unscathed through congressional hearing seeking to assure that their $69 billion merger will create v… https://t.co/u5MVI98OV9,The merger of CVS Health and Aetna,FAVOR
CVS and Aetna are gaining ground after their $69 billion merger gets the green light https://t.co/OavxbD6aem,The merger of CVS Health and Aetna,FAVOR
RT ijournal: CVS Acquisition of Aetna Expected to Close After Thanksgiving https://t.co/wH6bkNvYGF,The merger of CVS Health and Aetna,FAVOR
".@CVSHealth Stockholders Approve @Aetna Acquisition in deal worth ~$69 billion:
 https://t.co/rPu3B0IXUD
 
 #Aetna Sha… https://t.co/a1ZrOJkAp3",The merger of CVS Health and Aetna,FAVOR
ICYMI: #CVS Health's $69B merger with #Aetna is expected to close before Thanksgiving. https://t.co/V4FUcRPOFI,The merger of CVS Health and Aetna,FAVOR
CVS closes in on deal to buy health insurer Aetna: https://t.co/UVp0Vfu8cR,The merger of CVS Health and Aetna,FAVOR
@RoKhanna @JohnLaprise CVS just purchased Aetna Healthcare for $69B in an attempt to become the Amazon of healthcar… https://t.co/gsbaTVgFxw,The merger of CVS Health and Aetna,FAVOR
The Wall Street Journal: CVS finalizes its $70 billion Aetna acquisition #HEDGE https://t.co/YJP231Qisu #wallst,The merger of CVS Health and Aetna,FAVOR
Aetna Shareholders Overwhelmingly Approve Proposed Acquisition by CVS Health https://t.co/8JOefo8Tas,The merger of CVS Health and Aetna,FAVOR
NY regulators approve the long-awaited $69B CVS Health-Aetna deal. Excited to see how this vertical merger helps pr… https://t.co/YVpWVUIkJO,The merger of CVS Health and Aetna,FAVOR
U.S. Clears Way for CVS Acquisition of Aetna That Promises Consumer Cost Savings https://t.co/NfNnoBMNZM #insurance,The merger of CVS Health and Aetna,FAVOR
"$69 Billion Merger of Aetna and CVS Health Is Approved With Conditions
 
 https://t.co/dFgHAZVbXA",The merger of CVS Health and Aetna,FAVOR
CVS to complete Aetna merger after clearing final hurdle https://t.co/jCQFoyeV05,The merger of CVS Health and Aetna,FAVOR
California approves CVS and Aetna merger contingent upon premium promise and a $240 million investment… https://t.co/wprHXjUqnd,The merger of CVS Health and Aetna,FAVOR
"DOJ approves CVS-Aetna merger as long as prescription drug business sold to WellCare... https://t.co/C1OxS0ClX5
 @MKTWgoldstein $CVS $AET",The merger of CVS Health and Aetna,FAVOR
CVS anticipates closing Aetna acquisition to shut after Thanksgiving https://t.co/DTxQqmBugW https://t.co/4zH9EtyRIr,The merger of CVS Health and Aetna,FAVOR
My latest: CVS Health has completed its nearly $70 billion acquisition of insurer Aetna https://t.co/T876NkcXII via @WSJ,The merger of CVS Health and Aetna,FAVOR
"CVS Health Completes Acquisition of Aetna, Marking the Start of Transforming the Consumer Health Experience https://t.co/GIKnjEK9hE",The merger of CVS Health and Aetna,FAVOR
Justice Department Gives CVS and Aetna Deal a Go-Ahead | BioSpace https://t.co/EBexI0qJem #PBM #HealthPlans #Pharmacy,The merger of CVS Health and Aetna,FAVOR
CVS Health and Aetna shareholders greenlight $69B merger proposal. Via Modern Healthcare https://t.co/fBDoUY4HSh,The merger of CVS Health and Aetna,FAVOR
"CVS, Aetna draw closer to closing $69B combination $AET #AET #Stockpricemovements #Stockperformance #Corporatestock https://t.co/R3i3forjHI",The merger of CVS Health and Aetna,FAVOR
Cigna-Express Scripts deal gets U.S. #antitrust approval https://t.co/QCvYMsa4LP $CI $ESRX $CVS $AET,The merger of CVS Health and Aetna,FAVOR
"How the DOJ's preliminary approval of CVS/Aetna merger could create the largest integrated delivery network, and wh… https://t.co/ayUqSpkSVH",The merger of CVS Health and Aetna,FAVOR
"According to a new report, the Department of Justice will not challenge the proposed merger of CVS Health and Aetna… https://t.co/7gDO8K6TLl",The merger of CVS Health and Aetna,FAVOR
The proposed $69 billion merger between CVS Health and Aetna is getting a greenlight from the Department of Justice… https://t.co/eQ835ie2ig,The merger of CVS Health and Aetna,FAVOR
".@cvspharmacy is on its own #disruption warpath following @amazon acquisition of @PillPack
 
 DoJ has given approval… https://t.co/78Mo2GIg3a",The merger of CVS Health and Aetna,FAVOR
"CVS, Aetna shareholders approve drugstore's acquisition of health insurer via @angelicalavito https://t.co/TSOCuEin1d",The merger of CVS Health and Aetna,FAVOR
Aetna sells #medicare business at it eyes close of CVS deal https://t.co/fLBeYJ1wYo,The merger of CVS Health and Aetna,FAVOR
"$CVS $AET shareholders greenlight merger. Now it's up to the feds, who have less experience with vertical integrati… https://t.co/ru2lrBkU6o",The merger of CVS Health and Aetna,FAVOR
"California approves CVS, Aetna merger contingent upon premium promise and $240 million investment https://t.co/QMkniLt9VS",The merger of CVS Health and Aetna,FAVOR
CVS Making ‘Good Progress’ On Getting Regulatory Approval For Aetna Deal https://t.co/i62SKC7MCR https://t.co/IKfeIymAj5,The merger of CVS Health and Aetna,FAVOR
Correction: CVS is buying Aetna https://t.co/qkcMj6UOHs,The merger of CVS Health and Aetna,FAVOR
"CVS is set to complete its $69 billion deal with Aetna almost a year after it was announced, creating a new kind of… https://t.co/amfGHHPbCz",The merger of CVS Health and Aetna,FAVOR
Breaking News: DOJ gives the preliminary OK for CVS' Aetna acquisition. https://t.co/Wsyr65XWfW,The merger of CVS Health and Aetna,FAVOR
Justice Department gives preliminary approval to CVS and Aetna merger https://t.co/a2txS8nKeD https://t.co/qL1d6BSdP9,The merger of CVS Health and Aetna,FAVOR
CVS Closes $70 Billion Aetna Deal https://t.co/zdGrK5U94g https://t.co/MRlh52hGuC,The merger of CVS Health and Aetna,FAVOR
Justice Department Gives CVS and Aetna Deal a Go-Ahead | BioSpace https://t.co/8rHx3VOgFG #jobs,The merger of CVS Health and Aetna,FAVOR
"Reading @beckershr DOJ might not challenge CVS Health-Aetna deal, report says https://t.co/TKtIXl4uYs",The merger of CVS Health and Aetna,FAVOR
$CVS $AET Connecticut Insurance Department approves CVS-Aetna merger https://t.co/jsjN3jvYWS via @ctmirror,The merger of CVS Health and Aetna,FAVOR
CVS set to close $69B Aetna merger after final state approvals https://t.co/pt5SjGXGWa https://t.co/TGDh7BsCr7,The merger of CVS Health and Aetna,FAVOR
"#ElephantInsurance, #HouseInsurance CVS Says Aetna Merger 'Making Good Progress' On Regulatory Front… https://t.co/4zzwdx41gP",The merger of CVS Health and Aetna,FAVOR
The Justice Department conditionally approved CVS Health's acquisition of Aetna. https://t.co/8w6AOwkbOn,The merger of CVS Health and Aetna,FAVOR
@cvspharmacy moves to finalize @Aetna acquisition https://t.co/5Yu7TwXhS6,The merger of CVS Health and Aetna,FAVOR
"How the DOJ's preliminary approval of CVS/Aetna merger could create the largest integrated delivery network, and wh… https://t.co/L1EUDi0BR0",The merger of CVS Health and Aetna,FAVOR
CVS says purchase of Aetna is done deal https://t.co/JUe0UAswCV #wellness,The merger of CVS Health and Aetna,FAVOR
"DOJ approves $69B CVS Health-Aetna merger, with conditions https://t.co/s98HXPdyxf https://t.co/UPR6vN7Udp",The merger of CVS Health and Aetna,FAVOR
Aetna clears path to $67.5 billion CVS merger https://t.co/fAnh1OVVql via @business https://t.co/w5glEOuzTN,The merger of CVS Health and Aetna,FAVOR
GRC news weekly roundup: SEC releases new strategic plan; DoJ approves CVS plan to buy Aetna - and more… https://t.co/jxOC4E8uSV,The merger of CVS Health and Aetna,FAVOR
$AET $CVS U.S. DoJ will not challenge Aetna-CVS deal: report https://t.co/Qsvejteo1O,The merger of CVS Health and Aetna,FAVOR
"#GeicoCarInsurance, #HealthInsuranceMarketplace CVS, Aetna shareholders approve drugstore's acquisition of health i… https://t.co/tK5daRWcsC",The merger of CVS Health and Aetna,FAVOR
"Merger is almost a go. CVS is closer to completing its buyout of the health insurance company Aetna, as stockholder… https://t.co/Mv99auTA8h",The merger of CVS Health and Aetna,FAVOR
Connecticut's insurance commissioner backs the $69 billion CVS purchase of Aetna https://t.co/ltgDrQLRo1,The merger of CVS Health and Aetna,FAVOR
California approves CVS and Aetna merger contingent upon premium promise and a $240 million investment… https://t.co/0MPzhtgaNQ,The merger of CVS Health and Aetna,FAVOR
"$CVS #says $AET #Aetna #acquisition #still #expected in 2018, #stock drops -1.41%, #CVS #AET https://t.co/fc7HUIftny",The merger of CVS Health and Aetna,FAVOR
The Article Titled👉 US drugstore chain $CVS to buy medical insurer Aetna for $69 billion║https://t.co/CR6EfnDUoP… https://t.co/zuhXN1OH4t,The merger of CVS Health and Aetna,FAVOR
"In the wake of its acquisition of @Aetna becoming complete, @CVSHealth has announced who would be leading the joint… https://t.co/MQxeg8sDlQ",The merger of CVS Health and Aetna,FAVOR
"CVS, Aetna Closed Their Deal. A Judge Is Not Happy. https://t.co/Y3Jjal5suN",The merger of CVS Health and Aetna,FAVOR
@BillCorbett @cvspharmacy @Walgreens CVS just merged with Aetna to grow their share of American healthcare profits.… https://t.co/tgeLiXcYHs,The merger of CVS Health and Aetna,FAVOR
US drugstore chain $CVS to buy medical insurer Aetna for $69 billion https://t.co/zaQA6IbnY5 #healthcare,The merger of CVS Health and Aetna,FAVOR
"The Department of Justice is nearing an affirmative decision to CVS Health’s acquisition of Aetna, according to a W… https://t.co/y9HJ4ixOag",The merger of CVS Health and Aetna,FAVOR
$CVS $AET Mark it. https://t.co/6w0uaRufvI,The merger of CVS Health and Aetna,FAVOR
U.S. drug store chain CVS offers $69B for health insurer Aetna | CBC News https://t.co/idVQ6HOffx ➜… https://t.co/3QaghMCT7r,The merger of CVS Health and Aetna,FAVOR
"DOJ Clears #CVS, #Aetna to Move Forward with Merger https://t.co/q8TfgU8lCy https://t.co/fZ2Gj8mKNm",The merger of CVS Health and Aetna,FAVOR
CVS Health shareholders approve $69bn CVS Health Aetna merger - Business News Today https://t.co/3Ypt61mWwx,The merger of CVS Health and Aetna,FAVOR
".@CVSHealth expects its acquisition of @Aetna to close before Thanksgiving, as it has secured approvals from 23 of… https://t.co/wUWGQZaK8R",The merger of CVS Health and Aetna,FAVOR
"""The [ $CVS $AET ] transaction is expected to close prior to Thanksgiving."" https://t.co/cqqfRVkAQK",The merger of CVS Health and Aetna,FAVOR
New York Department of Financial Services approves CVS' acquisition of Aetna. https://t.co/I8CUJRjFb4 #AHLA18,The merger of CVS Health and Aetna,FAVOR
"CVS, Aetna shares rise on report DoJ won't challenge their merger deal https://t.co/5zpIxCP2Xc $CVS $AET #healthcare #Merger",The merger of CVS Health and Aetna,FAVOR
"CVS Health completes its Aetna deal. In interview, CEO Larry Merlo says early 2019 pilot stores to show new hub-spo… https://t.co/xAd2apAKBX",The merger of CVS Health and Aetna,FAVOR
$CVS $AET Whoa merger approved,The merger of CVS Health and Aetna,FAVOR
"CVS, Aetna Win U.S. Approval For $69 Billion Merger
 https://t.co/eZ1BpPmYKW",The merger of CVS Health and Aetna,FAVOR
CVS Health expects to complete its $69 billion acquisition of Aetna after the Thanksgiving holiday. CVS said in a r… https://t.co/3GnaUD5W8s,The merger of CVS Health and Aetna,FAVOR
CVS HealthAetna deal to close within days: CVS Health expects to acquire health insurer Aetna on or about November… https://t.co/0OE152K3bK,The merger of CVS Health and Aetna,FAVOR
"Changes are a coming. CVS, Aetna shareholders approve drugstore's acquisition of health insurer… https://t.co/b5htTKgU6l",The merger of CVS Health and Aetna,FAVOR
$AET $CVS recieve final regulatory approval for acquisition,The merger of CVS Health and Aetna,FAVOR
Confidence remains in CVS-Aetna deal despite pushback from New York regulators. Via @FierceHealthPayer @DB_Sweeney.… https://t.co/roTUQStRc2,The merger of CVS Health and Aetna,FAVOR
"CVS 'Moving Forward' With Aetna Deal, Profit Tops Estimates - https://t.co/vEZv4p3Jiz https://t.co/nTacbceWQ0",The merger of CVS Health and Aetna,FAVOR
CVS Health Completes $69B Acquisition of Aetna https://t.co/6cyxLUQU6X #informatics #healthcare #healthcareIT… https://t.co/akrL8GRf2a,The merger of CVS Health and Aetna,FAVOR
Connecticut Insurance Commish backs CVS-Aetna tie-up https://t.co/LJRX3oqzt0 #premarket $CVS $AET,The merger of CVS Health and Aetna,FAVOR
California approves CVS and Aetna #merger contingent upon premium promise and a $240 million investment… https://t.co/TDcw8Q002D,The merger of CVS Health and Aetna,FAVOR
CVS Health-Aetna merger gets conditional DOJ approval | Drug Store News https://t.co/XuXh9VtAkb,The merger of CVS Health and Aetna,FAVOR
Fantastic news - DOJ clears Aetna Acquisition! 😁🙌🏾❤️#healthiseverything #CVSHealth #Aetna #bettertogether,The merger of CVS Health and Aetna,FAVOR
ICYMI: #healthcare #biotechnology Aetna Shareholders Overwhelmingly Approve Proposed Acquisition by CVS Health:... https://t.co/xMbkDAdVun,The merger of CVS Health and Aetna,FAVOR
"$CVS Completes $70 Billion Acquisition of Aetna. $AET CEO's approx. $500 mil pay day
 
 https://t.co/YCuTBlBhRI… https://t.co/3eaYRRrYvB",The merger of CVS Health and Aetna,FAVOR
"CVS is now expecting to close its merger with #Aetna after Thanksgiving, it said in a SEC filing this morning. Stil… https://t.co/t2yM1XzIl0",The merger of CVS Health and Aetna,FAVOR
"DOJ approves $69B CVS Health-Aetna merger, with conditions https://t.co/P9uzToHObf",The merger of CVS Health and Aetna,FAVOR
"Vertical integration or Corporatism due to Federal regulations?
 CVS, Aetna unscathed through congressional hearing… https://t.co/V8KbguZBQK",The merger of CVS Health and Aetna,FAVOR
CVS is ready to close its Aetna acquisition https://t.co/EvutWzR9zB,The merger of CVS Health and Aetna,FAVOR
CVS closes on $69 billion acquisition of Aetna https://t.co/aCvJRsP8Bs @cvshealth @aetna $CVS $AET,The merger of CVS Health and Aetna,FAVOR
"#TravelersAutoInsurance, #DirectGeneralInsurance Aetna Shareholders Overwhelmingly Approve Proposed Acquisition by… https://t.co/AcWzvwypVO",The merger of CVS Health and Aetna,FAVOR
CVS is planning an acquisition of insurance company Aetna that it expects will be done by Thanksgiving. CVS believe… https://t.co/nkz8Hxcgna,The merger of CVS Health and Aetna,FAVOR
"To Wall Street's thinking, the ruling in the AT&amp;T-Time Warner antitrust case makes it more likely CVS will be able… https://t.co/4sb1jmDsMG",The merger of CVS Health and Aetna,FAVOR
Cigna to Buy Express Scripts in $52 Billion Health Care Deal via @NYTimes &amp; CVS wants to buy Aetna. No good will c… https://t.co/N4BuBHwJgy,The merger of CVS Health and Aetna,FAVOR
"US: #CVS, #Aetna unscathed through congressional hearing
 https://t.co/p1X7BdyksO",The merger of CVS Health and Aetna,FAVOR
$CVS says it expects its deal with Aetna to close by Thanksgiving https://t.co/ln0nquB8mB,The merger of CVS Health and Aetna,FAVOR
"News | CVS Health Completes Acquisition of Aetna, Marking the Start of Transforming the Consumer Health Experience https://t.co/AnK4WLtFDB",The merger of CVS Health and Aetna,FAVOR
CVS hints at future plans as planned Aetna acquisition nears completion https://t.co/sokvvjtdo2 https://t.co/MQZqfk7qDP,The merger of CVS Health and Aetna,FAVOR
"December 3, 2017 6:32 pm║US drugstore chain $CVS to buy medical insurer Aetna for $69 billion ║ https://t.co/CR6EfnDUoP ║ #healthcare |",The merger of CVS Health and Aetna,FAVOR
CVS Completes $70 Billion Acquisition of Aetna. Combined company faces challenges in integrating its sprawling bus… https://t.co/RsjMMcEmqs,The merger of CVS Health and Aetna,FAVOR
Shareholders overwhelmingly approve CVS Health acquisition of Aetna. https://t.co/x11BckHwWN,The merger of CVS Health and Aetna,FAVOR
#CVS Health is confident that the two remaining state approvals regarding its acquisition of #Aetna will be secured… https://t.co/Lo8XYdPagk,The merger of CVS Health and Aetna,FAVOR
CVS Health CEO Larry Merlo: Confident Aetna deal will close later this year https://t.co/0cFPc7VF6l,The merger of CVS Health and Aetna,FAVOR
CVS and Aetna complete their merger https://t.co/Zx90aNy2Y6 https://t.co/vlHr7pl5AI,The merger of CVS Health and Aetna,FAVOR
$CVS $AET receives NJ state approval. NY is left. Closing anticipated after Thanksgiving.,The merger of CVS Health and Aetna,FAVOR
CVS Health and Aetna won approval for a multi-billion dollar merger from the Department of Justice #VICENewsTonight,The merger of CVS Health and Aetna,FAVOR
#CVS-#Aetna merger appears to be headed for completion: Federal antitrust regulators gave the mammoth $68 billion h… https://t.co/64wKIjCDel,The merger of CVS Health and Aetna,FAVOR
CVS To Buy Insurance Giant Aetna For $69B https://t.co/DuX2cVox7i,The merger of CVS Health and Aetna,FAVOR
"Cigna Deal Gets Antitrust Nod, Positive Sign for CVS/Aetna https://t.co/ccL4bhOLv3",The merger of CVS Health and Aetna,FAVOR
CVS Health-Aetna deal OK'd by Justice Department. CVS Health entered into an agreement with the Department of Justi… https://t.co/I6eVWB5ysG,The merger of CVS Health and Aetna,FAVOR
Aetna sells Part D plans to WellCare in a 'significant step' toward closing CVS deal https://t.co/vtzFVx8Cj0 via @FierceHealth #healthcare,The merger of CVS Health and Aetna,FAVOR
"CVS reports $1.4B Q3 profit, expects to close Aetna deal by Thanksgiving https://t.co/d1AdNEWZe6",The merger of CVS Health and Aetna,FAVOR
CVS will close on its acquisition of Aetna this month and start opening new concept stores early next year to test… https://t.co/fD3friVQP8,The merger of CVS Health and Aetna,FAVOR
"Aetna, CVS Health stockholders approve acquisition deal https://t.co/FEYCk2wAlj",The merger of CVS Health and Aetna,FAVOR
"CVS has dodged one hurdle in its bid to buy insurer Aetna, as antitrust enforcers don’t see competitive problems th… https://t.co/71SpjOtC9h",The merger of CVS Health and Aetna,FAVOR
CVS Health says $69B deal to buy Aetna will close after Thanksgiving https://t.co/dMZMh5Ao59,The merger of CVS Health and Aetna,FAVOR
Rumor time: @CVSHealth $CVS / @Aetna $AET deal will dodge vertical #antitrust challenge from @TheJusticeDept - majo… https://t.co/0bYb7z2DCh,The merger of CVS Health and Aetna,FAVOR
"The second-largest U.S. drugstore chain CVS is buying Aetna, the third-largest health insurer, to push much deeper… https://t.co/DBdkmoGA1L",The merger of CVS Health and Aetna,FAVOR
CVS set to close $69B Aetna merger after final state approvals https://t.co/zr7SQ3gmjT https://t.co/sX7Wapacsz,The merger of CVS Health and Aetna,FAVOR
"CVS finalizes Aetna acquisition, plans new healthcare model - https://t.co/T3UaWaTGAE",The merger of CVS Health and Aetna,FAVOR
CVS is ready to close its Aetna acquisition https://t.co/gBO4UK18TH,The merger of CVS Health and Aetna,FAVOR
"@eugenegu Aetna bought CVS. So what goes around, comes around. I for one love the Amazon service and hate insurance companies.",The merger of CVS Health and Aetna,FAVOR
CVS buys Aetna. Three corporate behemoths join forces to reduce costs for their populations. Cigna acquires Express… https://t.co/JDyBA2qWGo,The merger of CVS Health and Aetna,FAVOR
"$CI $ESRX $CVS $AET
 Cigna deal gets antitrust nod, positive sign for CVS/Aetna https://t.co/M1TKTSxtJ4",The merger of CVS Health and Aetna,FAVOR
"So if monopoly, a 1 payer system for anyone healthy enough to afford insurance? DOJ Approves $69B CVS Health-Aetna… https://t.co/gH3cmAXMr9",The merger of CVS Health and Aetna,FAVOR
CVS is buying Aetna in massive deal that could transform health care https://t.co/h2fDlJedEL via @CNNMoney CVS/Car… https://t.co/ajgnfFA4ib,The merger of CVS Health and Aetna,FAVOR
CVS’s $44B bond sale to help pay for Aetna deal | https://t.co/VcpmeKPnnN,The merger of CVS Health and Aetna,FAVOR
"Aetna a Step Closer to CVS Merger, Sells Medicare Business https://t.co/YJhzbhrt4z",The merger of CVS Health and Aetna,FAVOR
"CVS tops earnings, revenue estimates, says it expects Aetna acquisition to close before Thanksgiving https://t.co/7xCkdsTW2Q",The merger of CVS Health and Aetna,FAVOR
Justice Department gives preliminary approval to CVS and Aetna merger https://t.co/PKGM5sg0fJ,The merger of CVS Health and Aetna,FAVOR
CVS Health Completes Aetna Acquisition https://t.co/bEFNZWH9FD https://t.co/5ZUyO5ZHmM,The merger of CVS Health and Aetna,FAVOR
CVS Health and Aetna merger closes https://t.co/pWDr4ucMMA,The merger of CVS Health and Aetna,FAVOR
"California approves CVS, Aetna merger contingent upon premium promise and $240 million investment https://t.co/jxv4WQKwVU",The merger of CVS Health and Aetna,FAVOR
"CVS Health, Aetna merger gets OK, and it could reshape US health care https://t.co/4RLlLOT43n https://t.co/PQMrFU19nb",The merger of CVS Health and Aetna,FAVOR
"""CVS to buy Aetna for $69 billion, texting turns 25, and more trending news"" https://t.co/2DGqdTVWRy by @LinkedInEditors on @LinkedIn",The merger of CVS Health and Aetna,FAVOR
@YungHeeHaw Aetna bought CVS. What pharma has become is criminal.,The merger of CVS Health and Aetna,FAVOR
"The Department of Justice may not challenge CVS Health’s $69 billion acquisition of Aetna, and may send an approval… https://t.co/i8QBQtRupL",The merger of CVS Health and Aetna,FAVOR
The divestiture could help CVS and Aetna clear a major hurdle for approval of their merger from the Department of J… https://t.co/1LiPYoud0M,The merger of CVS Health and Aetna,FAVOR
"CVS, Aetna $69B merger wins DOJ approval https://t.co/YZ1iKE989v",The merger of CVS Health and Aetna,FAVOR
$CVS CFO: Time to close $AET transaction still subject to some fluidity,The merger of CVS Health and Aetna,FAVOR
"Retweeted PELEG (@OTPeleg):
 
 CVS is going to buy Aetna for $68 BILLION.
 
 I can't even fathom the length of that receipt.",The merger of CVS Health and Aetna,FAVOR
