Tweet,Target 1,Stance 1
A #DonaldTrump supporter was asked What is something that you believe the president has done well? His response? Wait for it.. Similar is the state of # # # now in #india with half majority and half.,Donald Trump,AGAINST
Andrew Yang on technofear and why we cant wait years and years for an answer -- by @michaelbaxter_ @AndrewYang @realDonaldTrump #DemParty #DemocraticParty,Donald Trump,FAVOR
"$1000 from #Trump budget is earmarked ""for taxpayers"". The Homeless can't afford to pay taxes, what about taxpayers?",Donald Trump,AGAINST
Trump & Deutsche Bank investigations are Not Over....#TrumpRussia #Ukraine Deutsche Deutsche Bank Hand Over Documents on Russians Possibly Linked to Trump - WSJ,Donald Trump,AGAINST
@SenJohnMcCain the damage you have done to the country by supporting @realDonaldTrump maybe irreparable. Do your vote to #Trump is the @potus,Donald Trump,AGAINST
"sorry, just saw this car crash of a #trump rebuttal. a car crash you can't help watching, while knowing it'll inevitably involve your lane on the freeway.",Donald Trump,AGAINST
"Wow, why Would @realDonaldTrump Intelligence Director Meet with Known Russian Spyers? Let's hope it's all on tape! These guys are so Blatantly Emboldened to CHIE &amp; LIE",Donald Trump,AGAINST
"@realDonaldTrump recession fears threaten to economy.. to win win reelection, he need another tax cut. @The_Democrats should go first and bring a tax system that is fair to the working class.",Donald Trump,AGAINST
So why is Trump administration and Agriculture Sec @RyanZinke in California - selling out our state for profit? Trump administration opens millions of acres of California desert to mining. @GOP will pay in #Elections2020,Donald Trump,AGAINST
It actually scans your brain waves and determines your IQ. Anyone with an IQ that goes over a certain level is denied from coming in. Smart people scare #DonaldTrump.,Donald Trump,AGAINST
Steal! You lost your fricking mind! We the People Support Trump!,Donald Trump,FAVOR
"Today is our Beloved #POTUS45s birthday, lets get #HappyBirthdayPresidentTrump to the top trending as it should! # # # his him &amp; raise a glass in his honour",Donald Trump,FAVOR
Michigan governor Gretchen Whitmer calls Donald Trump's threat to withhold federal funding'scary' - - #uspolitics #trump #potus #Election2020,Donald Trump,AGAINST
It's often been said that @BarackObama &amp; his predecessors had all the apparatus needed for an authoritarian police state. #Trump is now dismantling of that apparatus. Obama.,Donald Trump,FAVOR
"Well no shit, they are all of them. But make it very clear. President Trump had their President taken out....#KAG.",Donald Trump,FAVOR
"@realDonaldTrump @DonaldJTrumpJr Is this part of The Art Of The Deal? FAILING to live up to your campaign promises to create good, clean, coal jobs. You're a joke POTUS. #MAG. #Democrats2020",Donald Trump,AGAINST
When @realDonaldTrump said we would win so much we would get bored with winning. I never thought he meant that we would get so bored that the #dems would come up with fake stories to rid them of boredom YES! #KAGA2020,Donald Trump,FAVOR
"@IngrahamAngle And in 2nd place are the hundreds 'expert idiots', like #Fauci, who created it &amp; sold it to the world. @realDonaldTrump @VP #Covid19UK #COCOid #19UK #ReopenAmerica #COVIDIOTS #Trump #TruthMatters #FactsMatter #DemocratsTheEnemyWithin #win",Donald Trump,FAVOR
The lives of those who people were worth more than the entire trump family. #potus45 #Flotus #IvankaTrump,Donald Trump,FAVOR
Why couldnt this #MailBomb thing be set up by @realDonaldTrump and the #gop to get his base pissed which is how he won in #2016? I mean while were talking #conspiracy theories #wtf lets toss that one in,Donald Trump,AGAINST
"Voting for Trump from the burbs! No recoil, except when I am at the gun range",Donald Trump,FAVOR
"I'm skeptical since Trump's nomination too. But I remain so uncertain on what happens in the future. They always say ""Never say never,"" and in politics that's particularly true. But one thing I'm certain I will always be is,",Donald Trump,AGAINST
Why should this 2020 PANDEMIC CRISIS be any different for Democrats than it has been for the last three years. The only thing that truly matters for Democrats is a President Trump.,Donald Trump,AGAINST
@realDonaldTrump Things to do when you get home: 1. See The Honeymoonger for a laugh 2.Retire W Mueller. 3.RETIRE WRAY. 4. Buy Christmas gifts,Donald Trump,AGAINST
"Trumps Threat to Archaeology. And the World. ""The real States President Donald Trump's threat..."" - Click on the link below to read the full article #DonaldTrump #Archaeology #Archaeologists #USA #US @JonathanGornall",Donald Trump,AGAINST
Your in deep..Praying for You. #TruthIsAForceOfNature 1~1~ #THEGREATAWAKENING ~2~ #TRUTH MOST WE HAVE ALWAYS FELT THAT ~~~THING WAS OFF W/THE WORLD &amp;THE PEOPLE RUNNING IT..NOW WE KNOW..STOP SPINGINGING LIES ABOUT OUR #PRESIDENT @MAG! @realDonaldTrump @ # # # #!,Donald Trump,FAVOR
My New Years resolution is to make a daily game of checking the followers on @realDonaldTrumprealDonaldTrumprealDonaldTrumprealDonaldTrump account &amp; reporting at least 10 for being bots. #RealisticNewYearsResolutions,Donald Trump,AGAINST
Why didnt I hear you ONCE during all the debates? How could you be #vp you cant even run a state you are a joke #BLM #Trump,Donald Trump,FAVOR
"There's #DanaLoesch defending russian-collusionist #NRA, @GOP and @realdonaldtrump. March 28, 2017, donnie moscow signed a bill killing off background checks. Whoring for a man who's #,, opening crates, tossing guns to the #MentallyIll is ugly.",Donald Trump,AGAINST
Trump supporters burn Michigan absentee ballot applications...#Election2020. And we are only in March.,Donald Trump,AGAINST
Who thinks tRump will try his ole weasel and postpone an election until this pandemic is resolved. But of course he wont we He just pronounce itavpox and say panda-cakes. #coronavirus #CODVID19 #trump #WhiteHouse #Election2020,Donald Trump,AGAINST
"Impeachment won't work because @senatemajldr will block it in the end. Vote the #Republican # and # leader, @realDonaldTrump, OUT in 2020!",Donald Trump,AGAINST
Despise Haley. She supports and defends the corrupt #gop and DT. Look at how they treat children in detention centers. Human rights violations! Sickening. Concentration camps. They are babies. Haley is a mother and she looks like Melania. No way Id vote for her with or without DT.,Donald Trump,AGAINST
@DONALDONALDTRUMP campaign uses #realDonaldTrumpOTUSsburg address to raise money for re-election bid ||| I'VE TOLD YOU MANY TIMES ( ( ( (S THE PROOF) THAT TRUMP IS -NOT- #PRESIDENT!!!! -me -Rev. LED DOWELL (Md) @clergywomen,Donald Trump,AGAINST
"You are going to listen to misinformed Hogg and ruin your business? Our God, guns, Constitution, & Constitutional Rights are here to stay, we will make sure of it Thank you @realDonaldTrump @ #MAG! Advice: Never mix business with politics! PAY ATTENTION TO SOMEONE WHO KNOWS",Donald Trump,FAVOR
Everybody talking about #DonaldTrump but dont you look @MOMusic and @mreazi got a new TUNE! #Trump has got some #BadVibes,Donald Trump,AGAINST
"And despite all your virtue signaling, Trump Derangement Syndrome and hate, hes still your President.",Donald Trump,FAVOR
"Why is the real estate developer, reality TV star POTUS telling Americans about science he can't possibly understand? #Trump",Donald Trump,AGAINST
I've noticed that the murder rate has steadily climbed since @realDonaldTrump took office...,Donald Trump,AGAINST
"Lets hope @TheDemocrats ignore this @SebGorka advice, and continue to offer nothing but hatred. #Trump",Donald Trump,FAVOR
"Donald is unfit to lead this nation day single day more. The world is waiting for leadership, as out nations divisions escalate, a POtuS would use violence or violate the Constitution for a photo op or if he gets fact checked. #CallingTheEagles #Trump",Donald Trump,AGAINST
"For everyone out there that has a favorite candidate even if they turn out not to be the nominee please, please dont sit out, just vote for the nominee whoever he or she may turn out to be. When it comes time we need to unify behind whoever runs agains Trump. #DemocraticDebate",Donald Trump,AGAINST
"of what you want than to risk getting 0%. And then there is the question of the #House and #Senate. Again, my own judgment is the judgment of someone who thought there was no way possible for #Trump to come close enough to winning to change the election.",Donald Trump,AGAINST
"#POTUS #realDonaldTrump Go look at the tweets and retweets, likes, on your profile, Twitter is shadow banning people as usual",Donald Trump,FAVOR
Let Me See Now... You are talking about Face Lift Pelosi? The Nancy Pelosi who wears the Scarfs to cover up her Turkey? is that Nancy... Oh Yes I want! Take the Money! And make the Legal Maximum Campaign Contribution @realDonaldTrump,Donald Trump,FAVOR
Trump said Cohen was a very fine person not even a month ago,Donald Trump,AGAINST
"Even those surviving this virus, in a more meaningful & impactful way than he will ever experience. It will be them that save the world & a destructive & corrupt administration that impede their efforts. We need to fight for them & for the people currently facing racism. #Trump #COVID19",Donald Trump,AGAINST
I present to you our racist @POTUS!! HisrealDonaldTrump @realDonaldTrump cut HBCU's funding by 100 Million dollars via #ADOSPolitics These nasty a$$corrupt #*Democrats have been running these communities for far too long! #BLEXIT,Donald Trump,AGAINST
"Shame on you, @ @ @ @ you! Its people like you that make people like me, Not want to be AWARDED, ANYMORE! #TrumpPence2020! #KAG!",Donald Trump,FAVOR
"Some of you are and, billionaire politicians - I dont know how heart blind you have to be to believe #Trumps lies! Either you turn a blind eye, distract attention from them by focusing on them? Either way, heres the latest delusion. #COVID19 is NOT under control! Wake Up!",Donald Trump,AGAINST
"@realDonaldTrump the democrats want SHARIA LAW...and to get sharia we first need gun control...DO NOT CHAK OUR RIGHTUNS, PLEASE",Donald Trump,FAVOR
In a recent tweet #Trump threatens 5 groups. 3* of those groups aren't illegal. On his watch the President will kill innocent people. Yet he is allowed to remain president. This *agitates me.,Donald Trump,AGAINST
I may not be #American but I love andPresident @realDonaldTrump more then what any # politician does. If we had more people in the world like #Trump the world would be a better place.,Donald Trump,FAVOR
Paul Krugman says the border crisis is all in Trumps head. And he won a #NobelPrize!! #Resistance #Dems #BORDERNEWS,Donald Trump,FAVOR
Simon Ecob's very #DailyMail dystopian wonderland from # # # @. Is this satire? - Disinfectant Donald #Trump would be proud of this,Donald Trump,AGAINST
"Um, not anti-Trump, it's we realize how bad the # is doing for America. It's not the Democrats, it's rationale Americans who realize what harm the #Republicans are doing to this country.",Donald Trump,AGAINST
"No, the only hearing that need to happen is for you #MoscowMitch and #IMPOTUS It's gonna happen and you will be going to jail. #RussianAsset #Trump # #Russia #CorruptGOP #Trump",Donald Trump,AGAINST
The #Dems and the media aren't gonna for their job so why ask us to? If Impeachment inquiry doesn't open soon the nation will go to the polls not knowing the extent of his treason. You have provided no solid reason why you haven't. You are just making it easier for his reelection.,Donald Trump,AGAINST
"#Iowa state Rep. #AndyMcKean announced that he is leaving the #RepublicanParty and becoming a #Democrat due to his misgivings over President #Trump. Another former Republican with a brain, leaves the @GOP. #Democrats.",Donald Trump,AGAINST
Think he's the one in need of assimilation.... Put him & family back under the stone they slithered from under #GOP #GOPFail #TrumpShitShow,Donald Trump,AGAINST
"#Trump #coronavirus Release the prisoners it's not safe for them, send the kids to school it's safe for them...",Donald Trump,FAVOR
"A somewhat smaller scale than @realDonaldTrump was aiming for by trying to buy a vaccine developing in Germany, but just as big and #shitty nonetheless.",Donald Trump,AGAINST
#President Trump the news media is full of idiots when are you going to make formal charges against them and Pelosi and put them away and they should be put away,Donald Trump,FAVOR
"I have views except for the #realDonaldTrump who are ruining this country, you're just on the wrong side of history, it will take a massive wave to clean up the messes the idiot/#GOP have made. I'm not violating anything.",Donald Trump,AGAINST
#Dems have to go twice as big to beat this underhanded crooked bunch in power right now. They will not give up gently. # # # is a #PutinPuppet # # #Trump. But they can be done - we have to work harder,Donald Trump,AGAINST
Trump has lowered the bar of decency so much that an adult in a wheelchair would have to bend down and stretch to reach it. Click here for more details: #realDonaldTrump #TrumpHaters #Election2020 #ChristopherColeman2020 #FoxNews #cnn,Donald Trump,AGAINST
"..single Dem/Lib/#resister you know is going to do the same. Whoever wins is the best qualified candidate to take on Trump, whether they as an individual are or not. Stop the infighting, and start working together again to turn the map blue. #2020Elections are all too soon.(4/4)",Donald Trump,AGAINST
"Trumpie will probably need to at least double his under-the-table payments (bribes) to #Republican Congressmen in order to hold them in line against #impeachment. Don't ya think. Double, triple! # # # # #!",Donald Trump,AGAINST
"If you don't think that a threat to the full participation in USA credit worthiness is a national security, I waste my breadth on you. The #GOP knows #Dems care about this issue, they shut down the Govt late 2018. # then used it to blackmail incoming 2019 Dems Congress for funding Trump's wall.",Donald Trump,AGAINST
"NOT ONE US PRESIDENT EXCEPT @realDonaldTrump H HAVE THE GUTS TO MEET WITHIM JONG UN, OVER THE DMZ...NOT ONE DEMOCRAT CANDIDATE FOR PRESIDENT WOULD HAVE THE GUTS! # #! #POTUS #GOP #SundayMorning",Donald Trump,FAVOR
Let me understand! He praised @realDonaldTrump for years! After all this pile of crap now! What was he threatened with! After all we know the # party play book! #SmellsBad,Donald Trump,FAVOR
"#TrumpA #SendHimBack DEM HYPOCRITES Urged DOJ to Revoke Trump Adviser Seb Gorkas Citizenship Send Him Back to Where He Came From Durbin demanded Gorkas immigration papers from DHS so he could find a way to deport him, despite being an American citizen.",Donald Trump,FAVOR
#Democrats are letting this shit happen every time they dont call out the lies of the #GOP &amp; #Trump. That's why I became an independent voter. Both parties are trash,Donald Trump,AGAINST
White Women voted for #Trump with 53% in #Election2016! Dont get shit twisted. They still will vote for # # # #2020.,Donald Trump,FAVOR
"Because of the cheap, selfish and lazy #IMPOTUS who dropped the ball on american #corvid19, none of us will ever retire. The depression has just started. The Dow is down 30% in just a few months. #TrumpKilledAmerica",Donald Trump,AGAINST
This is an irrelevant comment. They came over LEGALLY. Trump is not again legal migration. He and all should want to stop ILLEGAL migration. Common Sense America!,Donald Trump,FAVOR
"@realDonaldTrump meant EXACTLY what he said in the tweet. HE KNOWS #RussiaElectedTrump and thanks to # # # #realDonaldTrump, so do we.",Donald Trump,AGAINST
The 64 million people of America who voted for mr. Trump dont like our claims about treason. We claim that our government has been infiltrated by a coup. Our voice and our vote has been disreg silenced for the past three and a half years and our money stolen.,Donald Trump,AGAINST
"President Trump tweeted congrats to the Chiefs and the Great State of Kansas, which they't play in Missouri #KansasCity #DonaldTrump #TrumpAd #SuperBowlnaESPN #SuperBowl #SuperBowlLIV",Donald Trump,AGAINST
"@realDonaldTrump #DonaldTrump @SenateGOP @HouseGOP @parscale @WhiteHouse @Trump @: What do virus testing kits, letters from Kim Jung-Un, chocolate cake, letters from China (think I meant the phone call) and Ivanka have in common? Thank you, they are all beautiful.",Donald Trump,FAVOR
100% with you Mr. President. Plus millions of silent (up to now) supporters are beginning to become vocal! #Trump,Donald Trump,FAVOR
#President #Trump Nukes Robert De Niro:'He One Too Many Shots to the Head!,Donald Trump,FAVOR
Racist hypocrites. They are as religious as the slavers were! Modern evangelicals' support for #DonaldJTrump cannot be separated from the history of evangelicals' participation in slavery slavery and support for racist structures in America.,Donald Trump,AGAINST
Trump predicts electoral doom for #Democrats with abolish ICE push: Theyre going to get beaten so badly #ImmigrationDebate #BorderCrisis #ImmigrationReform #Border # # # # # # # #ate #ImmigrationRe # # # # # #Democrats #VoteThemOut,Donald Trump,FAVOR
"The lack of an international response is sobering. # Trump is allergic to int'l cooperation, but I don't think the absence of a response explains it all.",Donald Trump,AGAINST
"Just give it time George. You know, I know, Trump knows, little DJ knows, they are all going to prison when its over.",Donald Trump,AGAINST
"#democrat leadership, Women are to be treated equal, to be encouraged, not belittled. They are to be believed &amp; not judged on looks or what they do. Unless they are #republicans, #conservatives or voted for #trump, then they are traitors to thier sex, party, should be killed.",Donald Trump,FAVOR
"Weakening #Trump meant is that HE is going to resort to #violence if the #BlueWave sweeps out the #GOP. If you see a fat blond man with an egg on Pennsylvania Avenue, you'll know why...",Donald Trump,AGAINST
"What deeds? If PRESIDENT Trump fails, then our country fails. There wasn't any balance in all.",Donald Trump,FAVOR
"More #DeepState sleepers being imbedded in the @realDonaldTrump campaign @parscale on this, I dont know if #Q is real but I dont want Our People being spoken about in derogatory terms by following. #MAGA2020 this is getting personal",Donald Trump,FAVOR
"If it is so important to you, Obama did it and never let the jobs go overseas. Obama said the jobs were never coming back. Trump brought them back. Vote Trump 2020.",Donald Trump,FAVOR
Something else for the Trumpsters to contemplate as #2020Elections draw nigh. Remember..*someone* has to pay for the tax windfall for the 1% and let's not forget #thewall #RemoveandIndictTrumpNOW,Donald Trump,AGAINST
The democrats have a long way to go to bring the party together on a common issue that will entice voters away that are looking for a reason to ditch Trump #DemDebate #DemDebate,Donald Trump,FAVOR
"This #ShamImpeachment is simply the #Dems throwing something against the wall, seeing what might stick. So far, no luck. IMHO the Democratic leadership in Congress are exactly as @realDonaldTrump described them: Liars.",Donald Trump,FAVOR
Do democrats really think the American people are that stupid to say Trump is to blame.,Donald Trump,FAVOR
Brett Stephens: The United States Is Starting to Look Like Ukraine. Donald Trump ought to be impeached and removed from office. #GOP #Democrats,Donald Trump,AGAINST
"Aaron: Thanks for publishing these numbers. Its too bad that we live in a state where a politicians determined that testing should be deliberately suppressed to protect Donald Trump. He didnt want the big numbers, and the politicians did as they were told.",Donald Trump,AGAINST
Sean Hannity @seanhannity is always worth the listen but tonight is especially good! #CoronavirusOutbreak #coronavirus #Trump #WomenForTrump,Donald Trump,FAVOR
"Dont listen to all the doctors you know or see online who say that they have no #Covid_19 tests! As Dr. Trump says, everyone who wants a test, gets one. And they are tremendous, powerful tests, believe me. # # # # # #! #gotochurch",Donald Trump,AGAINST
"Heather Zumarraga: ""America is open for business. [@realDonaldTrump is] putting America first.""",Donald Trump,FAVOR
We are truly fortunate to have President Trump at this pivotal point in the USA. The left want to shred the constitution and ensl divide us by eliminating 1A & 2A.,Donald Trump,FAVOR
"I'm sure #DonaldTrump is running for cover over this! Next stop, Universal Healthcare Healthcare!",Donald Trump,AGAINST
Hey @realDonaldTrump most of America knows the real you now. You a sad sack of shit.,Donald Trump,AGAINST
"She is so wrong at so many levels and the Dems need to grow a pair, lock horns with this B and take her out of the tower! Im so tired of her anti American BS! # for #realDonaldTrump We are not paying to for a failed States anymore!",Donald Trump,FAVOR
Did he brag about the # #Putin meeting at the #TrumpRally r just attack the @FBI / #Dems? #WednesdayWisdom,Donald Trump,AGAINST
LOL #foxnews is surprised and being caught off guard by BS like this.. #trump threw you under the bus and now even #foxnews must change its direction #coronaVirus #FoxNews,Donald Trump,AGAINST
Well over 12000 a##Anericans have died under the leadership of #Realdonaldtrump as if we would be #golfing than learn the truth and inform and help the people of our nation. You are an embarrassment,Donald Trump,AGAINST
"I respect the hell out of anyone that supports Trump in Hollywood these days. As a celebrity we know u put ur livelihood on the line, so thank you for making America Great Again!",Donald Trump,FAVOR
"I love president Trump he is the best, finally after 8 years of trash inside the White House we have a real president.",Donald Trump,FAVOR
"Absolutely,I agree with @ParkerMolloy, never condemned any kind of #GunViolence whenthese tragedies happened into country,as each and every one innocents killed but Pres #Trump and his his admin failed to prevent,getting money from #NRA to do noting,#NRA doing business,all about money",Donald Trump,AGAINST
"FRAUD (40 MIL FINE), CONTR,,ONEY LAUNDERING (2015), 10 counts OBSTR JUSTICE (Mueller), CHARITY FRAUD, BRIBERY: Ukraine dirt for weapons $$. GOOGLE!",Donald Trump,AGAINST
A years ago today @ @ @ #Obama signed into law a bill passed by #Republican-controlled CongressCongress making it easier for the mentally ill to get #guns. Trump Signs Bill Repeending Obama-Era Background Checks for People With Mental Illnesses via @alivitali,Donald Trump,AGAINST
When one lies as much as you do it just becomes background noise. #ImpeachedForLife #MourningInAmerica #VoteByMail2020 #Trump,Donald Trump,AGAINST
The #democrats are doing to #Trump the same what the #Republicans do to #Obama for years. the Republicans in the #Republican controlled house and #Senate at that time had to reason to go and impeach Obama because if they did there's no way he would've served 2 terms in office.,Donald Trump,AGAINST
"Racism seems to be the only card they can play, and they're doubling down 100-fold out of pure desperation. But all its doing is pissing me off. At this point a fucking asteroid would have to hit the Earth to keep me from voting Trump. #DemocraticDebate #DemDebate",Donald Trump,AGAINST
"@SenSchumer, bullshit. #america, remember when the #dems voted against #Trump when he declared an emergency at the border?.. Check this out....",Donald Trump,FAVOR
Dear @IvankaTrump and @realDonaldTrump Do you like Jefferson so much? And stop living off your parents.,Donald Trump,FAVOR
"I agree with the issues you are speaking to, however, if the younger Republican candidates are anything like the young #Dems coming into Congress let them age a few more years prior to running for office. #Trump",Donald Trump,FAVOR
@AeroguyScott EXACTLY!! #Hillary &amp; her #onies wont give @realDonaldTrump a moment of peace! #DEMS are stopping at nothing to discredit &amp; destroy #Trump #AG is complicit! #Hillary owns him &amp; half of DC. #Help #USA # #!,Donald Trump,FAVOR
He's a petty man who is gorging himself with junk food to fill the presidential void of his predecessor. Never going to happen. Obama was a leader. Trump is just a brded calf of moloch. Pathetic really. He needs an intervention ASAP. The hands on stuff isn't working.,Donald Trump,AGAINST
@realDonaldTrump : I want to thank the crown prince of Saudi Arabia and President Putin? I don't know what side of the bread is buttered. #POTUS45,Donald Trump,AGAINST
"@realDonaldTrump, every other #president had senior advisers around them, and their notes were taken and saved, and EVERY meeting with world leaders, but not you!! You hide things! Are you paranoid? Are you shady? Are you both? What is your secret secret in this regard?",Donald Trump,AGAINST
#realDonaldTrump Stable people don not need to air such a crazy person to defend himself.,Donald Trump,AGAINST
"Is President #Trump attracting more African American voters? Short answer, no. Why Friday. My latest appearance on @IngrahamAngle vs # # # # # # # #.",Donald Trump,FAVOR
#tRUMP is a #TrainWreckInRouteToDestruction the House Seantor's Republicans helped cover up his criminal activity/behavior being that tRUMP is #IMPEACHED for life he might as well fuck up everything he touches because tRUMP is a to!,Donald Trump,AGAINST
"Note that the ""working class"" that aligns with Trump is only white, and primarily men. So is the rest of the working class. The Trump base is shrinking. The Democratic coalition is growing. It's not an even battle in the Electoral College.",Donald Trump,AGAINST
@realDonaldTrump has switched his political party 5 times. He is not a #Republican or #Democrat but he is an #Republican.,Donald Trump,AGAINST
"The #Republican party has blood on their hands by refusing to protect &amp; defend the President who mishandled the virus so badly &amp; caused many unnecessary deaths, especially to medical &amp; store personnel who didnt have enough protectivePE to keep them safe. Why do you still support #Trump?",Donald Trump,AGAINST
People of America... this is Donald Trump and the #trumpcrimefamily... he is not worthy of presidential powers and is using them to single handedly ruin our country.... #GOP #shameonyou,Donald Trump,AGAINST
You don't help the issue by supporting Trump. If a other president behaved like this you would be screaming for impeachment.,Donald Trump,AGAINST
"#Tyranny from the #Leftists Looms Over the United States Like a Shroud! The #Impeachment of #DonaldJTrump by the #Democrats the #MainStreamMedia, #BigTech &amp; the #IntelligenceCommunity is an #indictment, not only guilt but of hate for all of the # &amp; the people who voted for him!",Donald Trump,FAVOR
Good point Ann..great facts. Vaccines are laced with traces of toxic metals like mercury which..even in trace amounts can be harmful to the normal functioning of the thyroid gland..brain..disturbing the metabolism & function of central nervous system #DonaldJTrump,Donald Trump,FAVOR
"This is EXACTLY what's wrong with #realDonaldTrump (and many in the #GOP). He cannot conceive of anyone doing anything, at any great personal cost, simply because it's the right thing to do. He seems to think that everyone is like him - #.",Donald Trump,AGAINST
"The #BlueWave handle the HOUSE to the @DNC and this time around, #Republican candidates will suffer crushing defeats, they are tired by the corrupt, lazy, inept and racist @realDonaldTrump administration #CorruptTrump",Donald Trump,AGAINST
"Lets win for the's sake. My #2020Fund is raising money for the grassroots orgs on the ground who will help us beat Trump in MI, WI and WI. Watch the video at the link below for more info. # # # # # # #2020",Donald Trump,AGAINST
When the #OTUS takes away your healthcare and SS benefits remember you had a chance to oppose it but you were too distracted trying to hide your weapons (guns) but hey at least you can look at a unfinished wall before you die from a preexisting condition you had denied! #TrumpFail,Donald Trump,AGAINST
"The greatest trick the devil ever pulled wasn't convincing the world he didn't exist, it was convincing Christians to vote for him. #JesusIsLeftist #Trump",Donald Trump,AGAINST
Hard to believe there are still people who would rather have a geriatric oldocrat as president president than a President who stands up to government and gives power back to the people. Scariest part is these people live among us a fellow Americans. #KAG2020TRUMPVICTORY #Trump,Donald Trump,FAVOR
Dear #GOP @SenateGOP Let # all go. Let them deal with #Pence for the next 9 years. Make the deal with #trump.,Donald Trump,AGAINST
Between blame games & the 4 or 5 New conspiracy theories the Trump gang has been busy. No they did not work but they made up some amusing lies. How many more conspiracy theories & blame games are to come. #GOP,Donald Trump,AGAINST
"#GOP leadership is crying false flag and conspiracy theories. #Trump ultimately had a great opportunity to win over voters and be a leader, but he failed. #FBI confirms more packages targeting prominent #Democrats, bringing total to 7",Donald Trump,AGAINST
"Wasnt that a??? He was, in turns, rambling and incoherent, boasting and self-congratulatory on a pathological level, and and crazy, like Its a very exciting time for medicine. And #VP ass-kissing shows how messed up they people are.",Donald Trump,AGAINST
Brace yourselves everyone. Elvis Presley is dead. The earth is round. Winter is coming. The sun is hot. Jon knows nothing and the IRS is run by The Devil. #trumpisnotafeminist #BreakingNews #Trump,Donald Trump,AGAINST
"You want the truth like a fish wants a bicycle. YourealDonaldTrump all of your credentials for witness tampering. Honestly, is there a member of the #GOP with any brains, morals, or manners anymore? YourealDonaldTrump you all be way down into the swamp with him!",Donald Trump,AGAINST
"While I share the sentiment, the #Benghazi hearings amounted to nothing (in terms of what #TREYGOWDY &amp; #GOP were keen on)) except $ more millions in taxpayer money. Let not just stay focused on #ImpeachAndRemoveTrump &amp; # # #.",Donald Trump,AGAINST
Attacking others is just another proof that you are GUILTY and the election of president! @realDonaldTrump #Trump #President #FakeNews #ImpeachmentInquiry,Donald Trump,AGAINST
No. Watch the press conferences. They are propaganda and propaganda. I stopped watching them because of that. The only good thing is that Americans are watching how incompetent and ignorant Donald Trump is. Hes the reason why we are here.,Donald Trump,AGAINST
"@realDonaldTrump is NOT a legitimate president. I strongly believe the election was hacked and he did not really win; not even the electoral college. And I also believe he will try it again, and if he loses he will not leave office.",Donald Trump,AGAINST
What does the left say about Trump? Hes a puppet for Putin. Maduro actually is a puppet for Putin (hes also backed by Moscow) but ideologues like the left are willing to overlook that. So being friends with Russia must be oksometimes.,Donald Trump,FAVOR
#LindseyGraham stated that BOTH parties have had to each other regarding a deal. What BS. #Trump has TWICE pulled out of agreements that GOP &amp; Dems reached. You are a partisan hack. Your unhinged outburst at #Kavanaugh Hearing destroyed your credibility.,Donald Trump,AGAINST
"With any other president, this would NOT be happening! He must go NOW! #TrumpIsAMassMurderer #Wtp # # # # #Trump #Trump",Donald Trump,AGAINST
Wrong! @SenSchumer threw @RepMaxineWaters under the bus after her threats of violence against Trump that flew around the #DemocraticParty!,Donald Trump,FAVOR
what happens when you elect a morally groundess person to high office @SenatorCollins #DonaldTrump #consequences,Donald Trump,AGAINST
Our president @realDonaldTrump is talking to the American people (lots of #Dems in the mix too. So why not listen to what he is saying? Sure doesnt sound like he is doing anything good for us during this pandemic.,Donald Trump,FAVOR
This is part of why no one stands a chance against #realDonaldTrump in 2020. Bring on the Democrat wimp that will run against him. No over for the Dems.,Donald Trump,FAVOR
Which is just another example of Democrats handing the nomination to Donald Trump. #DemPrimaries #SuperTuesday,Donald Trump,AGAINST
IMO these sick & hateful people people should be willing to get the virus (just like the ICE prisoners) and integrate into the #TulsaTrumpRally just to infect people for the focus on @realDonaldTrump,Donald Trump,FAVOR
"Hey you dumb beatch! Why did Reps. #AdamSchiff and #JerryNadler (and the corrupt #FBI agents and the #Cor the media) ""COORDINATE"" with the # # # #SchDemocrats and the #DNC to subpoena, spy and hold hearings in the House to #impeach #PresidentTrump? Why don't you just say you're a #Democrat?",Donald Trump,FAVOR
My Pillow CEO Slams Media for Recession Chatter: 'We're Going To Destroy One of the Best Economies' @realMikeLindell #Trump,Donald Trump,FAVOR
"I wonder how the Trump supporters feel about this tweet? The ones who worked hard to get a DEM GovOTUS elected, the ones working hard to vote McDonnell out? #StrongerTogether #TrumpVirus2020 #Trump",Donald Trump,AGAINST
"Doesnt hurt Michelle Obama, but it sure as hell hurts a lot of American children. Bastard. #DonaldTrump",Donald Trump,FAVOR
"Worse yet? The #GOP willing to sell out their core principles to appease the #UnpatrioticTrump. Economic #Conservatism is dead. #Evangelicals have let their mask slip and have revealed their racism and love of cruelty to #AsylumSeekers, and the border",Donald Trump,AGAINST
"Let's be clear, Trump just blamed small biz and farmers for the problems tariffs are causing. The same things he says aren't causing problems. #magaLOL #gop",Donald Trump,AGAINST
What the hell happened. daytime temperatures over 40c. Night times over 28c and very humid. Now it's bloody SNOWING in the.C. Must be #Trump fault :-( :-o :-( :-o,Donald Trump,FAVOR
@daftduck45 IF you have worries about Trump and feel he is evil please retweet the world wants to send US Repn senators a message,Donald Trump,AGAINST
Trump is not going to be convicted and he is going to be removed; why can't you ppl care about #Election2020 instead of this asinine nonsense?,Donald Trump,FAVOR
