Tweet,Target 1,Stance 1
"Cigna reaches $52 billion deal to buy Express Scripts 
We all previously knew, Cigna had a lot of cash to spend and… https://t.co/XFOgIF6kWH",The merge of Company Cigna and Company Express Scripts,FAVOR
Bonus Thursday reading: PBM Controls Coming To Medical Benefit Drugs? Express Scripts Acquisition Offers Platform https://t.co/eDnO2O9OZf,The merge of Company Cigna and Company Express Scripts,NONE
Activist investor Carl Icahn is dropping his bid to stop the @Cigna-@ExpressScripts combination and more for… https://t.co/KRqY3QiR9T,The merge of Company Cigna and Company Express Scripts,AGAINST
"Cigna, Express Scripts shareholders approve $52 billion deal https://t.co/q0KcOv1i0o https://t.co/mSk1c1583J",The merge of Company Cigna and Company Express Scripts,FAVOR
"Carl Icahn is mounting a campaign to oppose Cigna-Express Scripts (h/t @CaraRLombardo, @DanaMattioli). Combined wit… https://t.co/BdZylBUX62",The merge of Company Cigna and Company Express Scripts,AGAINST
Carl Icahn to Publicly Oppose $54 Billion Cigna-Express Scripts Deal https://t.co/BypR7aMQI0 https://t.co/f1YffY0cZ0,The merge of Company Cigna and Company Express Scripts,AGAINST
Cigna CEO David Cordani defends Express Scripts acquisition via @stlouisbiz https://t.co/2MYlgifeRy,The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna-Express Scripts Deal to Face Justice Department Review https://t.co/1jUKETJYNb https://t.co/d8u26jcMvT,The merge of Company Cigna and Company Express Scripts,AGAINST
Cigna CEO reaffirms merger with Express Scripts https://t.co/cPxwkbuZ9g,The merge of Company Cigna and Company Express Scripts,FAVOR
Icahn Drops Fight to Block Cigna's Takeover of Express Scripts ⁦@BloombergDeals⁩ https://t.co/DCHM44w271,The merge of Company Cigna and Company Express Scripts,AGAINST
Carl Icahn urged Cigna shareholders to reject the health insurer's attempted multi-billion dollar takeover of Expre… https://t.co/2KGOVvmDKr,The merge of Company Cigna and Company Express Scripts,AGAINST
Cigna CEO: We'll Pay For Drugs That Work With Express Scripts Clout https://t.co/0ILl5S01p4 #atlbiz #buisness… https://t.co/MhnioKGkNQ,The merge of Company Cigna and Company Express Scripts,NONE
"""@Cigna said it is making progress with regulators to win approval of its acquisition of pharmacy benefit manager… https://t.co/qVLgV1Hvmj",The merge of Company Cigna and Company Express Scripts,FAVOR
Carl Icahn urges Cigna investors to block $80 billion Express Scripts deal https://t.co/JEZDvMhi29,The merge of Company Cigna and Company Express Scripts,AGAINST
"Glenview's Larry Robbins takes on Carl Icahn, defends Cigna-Express Scripts deal https://t.co/uxx3LqUKvj",The merge of Company Cigna and Company Express Scripts,FAVOR
"Cigna, Express Scripts filings reveal details of $67B deal https://t.co/DgPA9ofuJx via @healthcaredive",The merge of Company Cigna and Company Express Scripts,FAVOR
"Article From #global economics Published on March 8, 2018@5:55am
 
 Cigna Agrees to Buy Express Scripts in $54 Bill… https://t.co/B1gweqhyCE",The merge of Company Cigna and Company Express Scripts,FAVOR
*U.S. DOJ GRANTS CLEARANCE TO CIGNA PURCHASE OF EXPRESS SCRIPTS $CI $ESRX,The merge of Company Cigna and Company Express Scripts,FAVOR
Shareholders back Cigna-Express Scripts merger - https://t.co/jnuymUqQGW,The merge of Company Cigna and Company Express Scripts,FAVOR
"Potential #Humana acquirers include Anthem, Cigna, Walmart, Walgreens. While retail seems odd, a deal makes sense c… https://t.co/MO9amoSeNS",The merge of Company Cigna and Company Express Scripts,NONE
Icahn drops fight to block Cigna's takeover of Express Scripts https://t.co/MIH7Qi2NLj via @technology,The merge of Company Cigna and Company Express Scripts,AGAINST
"So Far, Cigna-Express Scripts Deal Approved By Half Of States Needed: https://t.co/vJd5srgG44 #healthcare",The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna’s acquisition of Express Scripts get vote of confidence from investor advisor ISS https://t.co/Tjdh4npTsF https://t.co/WCft6SsMVs,The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna’s $67 billion acquisition of Express Scripts is looking good after 14 of the 29 states necessary to approve t… https://t.co/WMpU0EacVy,The merge of Company Cigna and Company Express Scripts,FAVOR
"The DOJ just approved Cigna's $67 billion merger with Express Scripts... https://t.co/C1OxS0ClX5
 @lydiaramsey125 $CI $ESRX",The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna CEO: We'll Pay For Drugs That Work With Express Scripts Clout via @Forbes https://t.co/I0jDzRNsV1,The merge of Company Cigna and Company Express Scripts,NONE
$52 Billion Express Script Acquisition Approved By Cigna Shareholders https://t.co/5jdPanhOkK,The merge of Company Cigna and Company Express Scripts,FAVOR
"Axios: Carl Icahn wants to block Cigna-Express Scripts merger.
 https://t.co/FmLmR9yuKt
 
 via @GoogleNews",The merge of Company Cigna and Company Express Scripts,AGAINST
Cigna makes bid to buy drug plan middle man Express https://t.co/FBjakSD5N6,The merge of Company Cigna and Company Express Scripts,FAVOR
Justice Department Approves Cigna-Express Scripts Merger: The takeover of one of the nation’s largest pharmacy bene… https://t.co/8CqChP0PkH,The merge of Company Cigna and Company Express Scripts,FAVOR
$ESRX hit with news that board member is going to vote against acquisition,The merge of Company Cigna and Company Express Scripts,AGAINST
"Express Scripts ""reminds"" shareholders to back Cigna merger https://t.co/PS1kWic7ph $ESRX $CI",The merge of Company Cigna and Company Express Scripts,FAVOR
"Justice Department nearing antitrust approval of health mergers combining CVS-Aetna, Cigna-Express Scripts https://t.co/9jKGGq9j6K via @WSJ",The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna/Express Scripts deal greenlit by DOJ https://t.co/f1GcFhiPQt $CI $ESRX,The merge of Company Cigna and Company Express Scripts,FAVOR
Carl Icahn to go public with his opposition to Cigna-Express Scripts merger https://t.co/T4oU6W2CMM,The merge of Company Cigna and Company Express Scripts,AGAINST
Express Scripts shareholders approve buyout by Cigna via @stlouisbiz https://t.co/yApzm2pQZV,The merge of Company Cigna and Company Express Scripts,FAVOR
"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA, CI, ESRX)
 
 Reuters/Rupak De Chowdhuri… https://t.co/Gu7GgTwQ2c",The merge of Company Cigna and Company Express Scripts,NONE
Accredo parent co. approves buyout by Cigna https://t.co/h00XBb1JhV via @MBJMemphis,The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna Launches Us$20bn 10-Part Bond Deal To Help Finance Its Purchase Of Express Scripts,The merge of Company Cigna and Company Express Scripts,NONE
Express Scripts stock plunges on report that Carl Icahn wants to block Cigna merger #latest news https://t.co/QeKdLgwcXU,The merge of Company Cigna and Company Express Scripts,AGAINST
Senate bid revamp ACA a benefit to health insurers @AnthemGCC @Cigna @Aetna &amp; @myUHC,The merge of Company Cigna and Company Express Scripts,NONE
Cigna stockholders greenlight merger with Express Scripts https://t.co/dziRLTK8Xa,The merge of Company Cigna and Company Express Scripts,FAVOR
"Carl Icahn Has Sizable Stake in Cigna, Plans to Vote Against Express Scripts Deal
 Activist investor likely to urge… https://t.co/OQox6LbtK0",The merge of Company Cigna and Company Express Scripts,AGAINST
Cigna to Acquire Express Scripts for $67B to Expand Consumer Value via @hpayerintel https://t.co/gZ2sljtWdz #PBM… https://t.co/69ehtkp4l9,The merge of Company Cigna and Company Express Scripts,FAVOR
Seattle (WA) Times-Business: Key shareholder adviser backs Cigna-Express Scripts deal. More #Seattle #news - https://t.co/ph2mVcgVf1,The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna (.@Cigna) and Express Scripts (.@ExpressScripts) shareholders today approved the insurer’s acquisition of the… https://t.co/i7HjV9VaWs,The merge of Company Cigna and Company Express Scripts,FAVOR
Carl Icahn to voice opposition to $54 billion Cigna-Express Scripts deal | Fox Business https://t.co/38ZMuZuPWv,The merge of Company Cigna and Company Express Scripts,AGAINST
Cigna to acquire Express Scripts for $54B in health care shakeup https://t.co/sdMPMxWJPD https://t.co/IyMSDzJUdT,The merge of Company Cigna and Company Express Scripts,FAVOR
"@berthacoombs @petenajarian @Cigna @TheJusticeDept I'm not saying there is a problem, but just because vertical int… https://t.co/BkjlYPIeyo",The merge of Company Cigna and Company Express Scripts,NONE
"Icahn, with sizable stake in Cigna, to oppose Express Scripts acquisition: WSJ https://t.co/26lIOdjlUC https://t.co/v5yuiUQtya",The merge of Company Cigna and Company Express Scripts,AGAINST
$CI Cigna says the Justice Dept. has cleared its acquisition of Express Scripts https://t.co/KwZizTaioP,The merge of Company Cigna and Company Express Scripts,FAVOR
$CVS Senate Judiciary Committee Chairman Chuck Grassley (R-IA) wants antitrust reviews of Cigna/Express Scripts M&amp;… https://t.co/p5INHgH42B,The merge of Company Cigna and Company Express Scripts,AGAINST
Carl Icahn backs down over opposition to Cigna-Express Scripts deal https://t.co/5NpTYSukS3,The merge of Company Cigna and Company Express Scripts,FAVOR
"Department of Justice close to approving CVS Health/Aetna, Cigna/Express Scripts merger deals https://t.co/csrUambSe0 via @HC_Finance",The merge of Company Cigna and Company Express Scripts,FAVOR
"Mi seguimiento 📡 sobre #eHealth Cigna, Express Scripts shareholders approve $54 billion acquisition deal: https://t.co/VgM29raDMH",The merge of Company Cigna and Company Express Scripts,FAVOR
"Carl Icahn details his opposition to Cigna takeover of Express Scripts, saying Cigna is 'dramatically overpaying' a… https://t.co/2qSgaJUhDe",The merge of Company Cigna and Company Express Scripts,AGAINST
Cigna stockholders greenlight merger with Express Scripts https://t.co/nGcKsz6gl6,The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna shareholders approve merger with Express ScriptsHealthcare Cigna shareholders have approved a $52 billion acq… https://t.co/E1b8COhDpb,The merge of Company Cigna and Company Express Scripts,FAVOR
"DOJ nearing antitrust approval of health mergers combining CVS-Aetna, Cigna-Express Scripts https://t.co/Gk4raKkm2V",The merge of Company Cigna and Company Express Scripts,AGAINST
"CVS-Aetna, Cigna-Express Scripts mergers reportedly close to DOJ appr https://t.co/KFiJDc1Fk9",The merge of Company Cigna and Company Express Scripts,FAVOR
"DOJ Antitrust Unit OKs Cigna, Express Scripts $52B Merger https://t.co/YQmIBZexpU",The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna Is Getting A Bargain with Express Scripts via @SeekingAlpha https://t.co/Vlu1dwxSC9,The merge of Company Cigna and Company Express Scripts,FAVOR
"Cigna board slams investor’s opposition to Express Scripts merger
 ""It is not clear that Mr. Icahn even believes his… https://t.co/2MieQChUri",The merge of Company Cigna and Company Express Scripts,AGAINST
"$CI $ESRX $AMZN:
 
 Carl Icahn Attacks ‘Cigna’s $60 Billion Folly’, Urges Rejection of Scripts Deal:
 
 https://t.co/9J9NzNZ4th",The merge of Company Cigna and Company Express Scripts,AGAINST
"@US_proptrader That's what @FastestSignals tweeted for $ESRX
 DOJ NEAR ANTITRUST APPROVAL OF HEALTH DEAL COMBINE… https://t.co/RrjLXe4jk1",The merge of Company Cigna and Company Express Scripts,NONE
Cigna Announces Shareholder Approval of Express Scripts Acquisition https://t.co/pA18tuO3Lz #WorkCompWire,The merge of Company Cigna and Company Express Scripts,FAVOR
Icahn isn't a fan of Cigna's $54B deal with Express Scripts https://t.co/rGWJd28BZK https://t.co/Urwmm6zxvb,The merge of Company Cigna and Company Express Scripts,FAVOR
"As Aetna and CVS Health look to merge, Cigna, Express Scripts shareholders approve $52 billion deal | Article [AMP]… https://t.co/q1QW9gEfCw",The merge of Company Cigna and Company Express Scripts,FAVOR
"Express Scripts and Cigna are trading higher after Carl Icahn came out against their merger
 https://t.co/HJD47cPBgv",The merge of Company Cigna and Company Express Scripts,AGAINST
"$CI Carl Icahn has sizable stake in Cigna, plans to vote against Express Scripts deal - Dow Jones -- CNBC",The merge of Company Cigna and Company Express Scripts,AGAINST
"Cigna, Express Scripts shareholders greenlight deal https://t.co/sSZXoJfJD9 via @healthcaredive #healthcare https://t.co/wtonKiRzw1",The merge of Company Cigna and Company Express Scripts,FAVOR
"@AndyManar @SenChapinRose @ILSenDems @ILSenateGOP FYI - Express Scripts made a ""clerical error"" on reimbursements f… https://t.co/mShcJ9s5Tk",The merge of Company Cigna and Company Express Scripts,NONE
#Industry #News- CVS-Aetna &amp; Cigna-Express Scripts Deals Likely to Get Approval- https://t.co/G05tzTdbWE #insurance https://t.co/I67gWZIrQF,The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna stockholders greenlight merger with Express Scripts https://t.co/2QtREwQeXX,The merge of Company Cigna and Company Express Scripts,FAVOR
"The DOJ is reportedly close to approving 2 healthcare megamergers (CVS, AET, CI, ESRX) https://t.co/6DlwpFFJ39 https://t.co/daL4lSuBo0",The merge of Company Cigna and Company Express Scripts,FAVOR
".@Cigna, @ExpressScripts #shareholders approve $54 billion #acquisition #deal #pharma #payers https://t.co/Oqnq7ZQ7H7",The merge of Company Cigna and Company Express Scripts,FAVOR
$ESRX Carl Icahn to urge Cigna investors to oppose $54B Express Scripts deal - WSJ https://t.co/GsXUEB270z,The merge of Company Cigna and Company Express Scripts,FAVOR
"DOJ nearing antitrust approval of mergers combining CVS-Aetna, Cigna-Express Scripts - Pharmacy Today, American Pha… https://t.co/q1PrwSIlUm",The merge of Company Cigna and Company Express Scripts,AGAINST
Huge. CVS-Aetna would have to divest some Part D membership. Cigna-Express Scripts would get approved as is. https://t.co/ZHP1jQIhrz,The merge of Company Cigna and Company Express Scripts,FAVOR
"CVS-Aetna, Cigna-Express Scripts mergers close to Justice Department approval -
 $CVS, $AET, $CI, $ESRX https://t.co/r1njIzDMM4",The merge of Company Cigna and Company Express Scripts,FAVOR
"Cigna, Express Scripts shareholders approve $54 billion acquisition deal https://t.co/xxnXgpFxGp",The merge of Company Cigna and Company Express Scripts,FAVOR
"Justice Department reportedly close to approving CVS-Aetna, Cigna-Express Scripts deals The Department of Justice i… https://t.co/P5Cqylbrvh",The merge of Company Cigna and Company Express Scripts,FAVOR
Shareholders give green light to Cigna's $54 billion #acquisition of Express Scripts. #merger #payer #PBM… https://t.co/tlkRqqtOiF,The merge of Company Cigna and Company Express Scripts,FAVOR
Medco was allowed to merge with express scripts remember @FTC https://t.co/C7avvA8omx,The merge of Company Cigna and Company Express Scripts,NONE
Icahn reportedly opposes Cigna buyout of Express Scripts https://t.co/IHlIqAqx4p,The merge of Company Cigna and Company Express Scripts,AGAINST
.@hpayerintel reports #Cigna files with @SEC_News to begin $67B #ExpressScripts acquisition. Read more here: https://t.co/1lyAembU0e,The merge of Company Cigna and Company Express Scripts,FAVOR
Carl Icahn drops his fight against the Cigna-Express Scripts deal https://t.co/7VySuarycW https://t.co/87xAx7izQE,The merge of Company Cigna and Company Express Scripts,FAVOR
"$CI - Transcript - You've had the Trump administration come out at least at a high level, some blueprint per change… https://t.co/We4VN4wo3x",The merge of Company Cigna and Company Express Scripts,NONE
Icahn to send letter to oppose Cigna-Express Scripts deal: WSJ https://t.co/KhmKHJT67g https://t.co/dp66cpK1E7,The merge of Company Cigna and Company Express Scripts,AGAINST
"Cigna, Express Scripts shareholders vote to approve merger https://t.co/Yab3k0Onet",The merge of Company Cigna and Company Express Scripts,FAVOR
"Top Health Insurance Acquisition Deals
 •$34 billion: Express Scripts/Medco (2011)
 •$25 billion: Caremark Rx/CVS (2… https://t.co/gFt9aFhcoP",The merge of Company Cigna and Company Express Scripts,NONE
Feds approve Cigna-Express Scripts mega-merger. But of course it does. Big finance and Big Pharma can nyet be big e… https://t.co/ylwcaQzHPh,The merge of Company Cigna and Company Express Scripts,FAVOR
ICYMI: Shareholders approve Express Scripts-Cigna merger - https://t.co/r6hQbzmgfJ via @stlpublicradio,The merge of Company Cigna and Company Express Scripts,FAVOR
"WSJ: DoJ nearing antitrust OK of CVS-Aetna, Cigna-Express Scripts mergers https://t.co/jbpbhOBc5e $CVS $AET $CI $ESRX",The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna-Express Scripts $67 billion merger cleared by DOJ https://t.co/CJ46A7I3BO via @healthcaredive,The merge of Company Cigna and Company Express Scripts,FAVOR
"$ESRX (+4.2% pre) AT&amp;T Time Warner Ruling Lifts Express Scripts &amp; Cigna Stocks - $IBD
 
 $CI (+1.8% pre)
 
 https://t.co/I67QWaRGFC",The merge of Company Cigna and Company Express Scripts,NONE
The $67 billion Cigna-Express Scripts merger just passed a key hurdle https://t.co/L6LinIOHPz,The merge of Company Cigna and Company Express Scripts,FAVOR
Carl Icahn to go public with his opposition to Cigna-Express Scripts merger https://t.co/fxI3WAqIFK,The merge of Company Cigna and Company Express Scripts,AGAINST
"UPDATE 1-Icahn ratchets up pressure against Cigna-Express Scripts deal | Activist investor Carl Icahn fired the
 lat… https://t.co/jiZTNYHkh6",The merge of Company Cigna and Company Express Scripts,AGAINST
Cigna confident on Express Scripts deal as Icahn tussle looms https://t.co/VUDE4Y6BSu,The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna : ISS Backs Cigna-Express Scripts Deal -- Update https://t.co/uXdqar4Fho,The merge of Company Cigna and Company Express Scripts,FAVOR
Grassley Pushing Back: Antitrust Battle Next For Cigna After Shareholders Approve Express Scripts Deal via @forbes https://t.co/PNHysFES59,The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna's acquisition of Express Scripts get vote of confidence from investor advisor ISS https://t.co/fDVOltlLQ6,The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna grabs vital scale with $67bn deal for Express Scripts https://t.co/3IyhujeXEx $AXP #stocks #stockmarket,The merge of Company Cigna and Company Express Scripts,FAVOR
ICYMI: #biotechnology #biotechnology STAT Plus Pharmalittle Icahn calls Cigna deal for Express Scripts ridiculous;… https://t.co/Jh9UGIFyop,The merge of Company Cigna and Company Express Scripts,AGAINST
Grassley requests scrutiny of Cigna/Express Scripts tie-up https://t.co/Ds0oZ51Ink,The merge of Company Cigna and Company Express Scripts,AGAINST
Kent Leicester of Cigna Group shares how they were able to acquire high quality leads with BusinessNET's help. https://t.co/MKJEfTBU0A,The merge of Company Cigna and Company Express Scripts,NONE
"US: Icahn voices opposition to US$54b Cigna-Express Scripts deal
 https://t.co/e5lvjNtZJE",The merge of Company Cigna and Company Express Scripts,AGAINST
"$CI - 425 - You've had the Trump administration come out at least at a high level, some blueprint per change, which… https://t.co/ZkNfvaPKnV",The merge of Company Cigna and Company Express Scripts,NONE
Cigna stockholders greenlight merger with Express Scripts https://t.co/dziRLTK8Xa,The merge of Company Cigna and Company Express Scripts,FAVOR
"Icahn, with sizable stake in Cigna, to oppose Express Scripts acquisition: WSJ: https://t.co/erc1rO8D1g",The merge of Company Cigna and Company Express Scripts,AGAINST
Express Scripts stock plunges on report that Carl Icahn wants to block Cigna merger https://t.co/w8MLZq6YMB #entrepreneur #money #WAHM,The merge of Company Cigna and Company Express Scripts,AGAINST
STAT: STAT Plus: Pharmalittle: Icahn dealt setbacks in bid to derail Cigna deal for Express Scripts; Pfizer suit a… https://t.co/IYiQcE6pNS,The merge of Company Cigna and Company Express Scripts,FAVOR
Health insurer Cigna to buy Express Scripts in $67 billion deal (Reuters) - U.S. health insurer Cigna Corp (CI. https://t.co/0S2vwAjAkc,The merge of Company Cigna and Company Express Scripts,FAVOR
"DOJ close to approving CVS-Aetna, Cigna-Express Scripts deals #España #Sevilla #Valencia #Barcelona #Madrid… https://t.co/LxYxJaCtpq",The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna's purchase of Express Scripts is on track to close before the end of the year. https://t.co/sKUEP77tTr https://t.co/GpDAnpxQ7x,The merge of Company Cigna and Company Express Scripts,FAVOR
I added a video to a @YouTube playlist https://t.co/9ppRsg621f Cigna Lump Sum Buyout &amp; Settlement Disability Claim Assistance,The merge of Company Cigna and Company Express Scripts,NONE
"Cigna reaffirms support for Express Scripts merger, calling Icahn's views 'shortsighted' https://t.co/nLGozD3DBH vi… https://t.co/QLJspq0WgB",The merge of Company Cigna and Company Express Scripts,FAVOR
"“Shareholders voted to approve Cigna’s $67B acquisition of Express Scripts, the country’s largest pharmacy benefit… https://t.co/MNlQKJznKl",The merge of Company Cigna and Company Express Scripts,FAVOR
Carl Icahn announces he no longer intends to fight Cigna Express Scripts deal after ISS endorsement https://t.co/pkjERbf2N8,The merge of Company Cigna and Company Express Scripts,FAVOR
"Story updated: Cigna, Express Scripts shareholders approve deal https://t.co/grf2A6AK6X https://t.co/ZUYR4H5CLg",The merge of Company Cigna and Company Express Scripts,FAVOR
"10 things you need to know before the opening bell (SPY, SPX, QQQ, DIA, TSLA, CI, ESRX) https://t.co/2c2CqdXDKB https://t.co/BF4rPl2xcS",The merge of Company Cigna and Company Express Scripts,NONE
"@ExpressScripts #Accredo ""Oh sir, you say you have gone weeks without us filling your prescription? Ho, ho! We hav… https://t.co/Up7QUFWinQ",The merge of Company Cigna and Company Express Scripts,NONE
Cigna: 14 Of 29 States Have Approved Express Scripts Deal via @forbes https://t.co/dUKd99VzIe,The merge of Company Cigna and Company Express Scripts,FAVOR
".@Cigna shareholders have voted in favor of the acquisition of pharmacy benefit manager @ExpressScripts, and other… https://t.co/yyELnFzuxD",The merge of Company Cigna and Company Express Scripts,FAVOR
"ICYMI: Cigna, Express Scripts shareholders vote for planned combo https://t.co/zUUG22KP1K https://t.co/r6wVo0WEvY",The merge of Company Cigna and Company Express Scripts,FAVOR
Anthem expects full integration of its newly announced PBM by the end of 2020 https://t.co/eIhX7aXNwN $ANTM $CVS $ESRX,The merge of Company Cigna and Company Express Scripts,NONE
"Here we go! @TheJusticeDept clears @Cigna $CI / @ExpressScripts $ESRX deal https://t.co/Y3o0IizqV4 #PBM
 
 P.S. My $0… https://t.co/4SidM77ug6",The merge of Company Cigna and Company Express Scripts,FAVOR
https://t.co/wksJv7ZvMI $Activist Investor Abandons Effort To Block $67 Billion Cigna-Express Scripts Deal. $From C… https://t.co/QG45hR2epN,The merge of Company Cigna and Company Express Scripts,FAVOR
"Cigna Confident About Express Scripts Deal, Despite Icahn Opposition https://t.co/R3ST33cmoF",The merge of Company Cigna and Company Express Scripts,FAVOR
Icahn Opposes Cigna-Express Scripts Deal Citing Amazon And 'Flawed' PBM Rebates https://t.co/IlezHQsTuF,The merge of Company Cigna and Company Express Scripts,AGAINST
"As Express Scripts Holding Co $ESRX Stock Price Declined, Thomas Story &amp; Son Decreased Its Holding by $557,175; Cig… https://t.co/rZiVT3trsC",The merge of Company Cigna and Company Express Scripts,NONE
"Cigna, Express Scripts shareholders approve $67B deal https://t.co/5nFRqhLO5z PBMs make huge profits as middlemen a… https://t.co/oChOsXJsIu",The merge of Company Cigna and Company Express Scripts,FAVOR
Investor Carl Icahn will stop his efforts to fight Cigna's pending $54 billion acquisition of St. Louis-based Expre… https://t.co/yGfE57xX1J,The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna-Express Scripts deal wins shareholder approvals https://t.co/IEyiM03nkt via @WSJ #Rx #PBM,The merge of Company Cigna and Company Express Scripts,FAVOR
"ISS backs Cigna-Express Scripts deal, saying its strategic rationale makes sense. Tough for Icahn. https://t.co/hU55LwnivK @cararlombardo",The merge of Company Cigna and Company Express Scripts,FAVOR
@IndyRxVoice @Cigna @TruthRX @Commpharmacy @SenWarren @CarmineLGentile @MA_Senate @MAHPHealth @NEEBC @SenSanders… https://t.co/FfXrVn9zA2,The merge of Company Cigna and Company Express Scripts,NONE
"Icahn, with sizable stake in Cigna, to oppose Express Scripts acquisition: WSJ (Reuters) – Billionaire investor Car… https://t.co/tR9D8eCmLy",The merge of Company Cigna and Company Express Scripts,FAVOR
$ESRX: Express Scripts: Cigna (CI) shareholder Glenview Capital issues letter voicing support for pending merger... https://t.co/dAk8HLyJq1,The merge of Company Cigna and Company Express Scripts,FAVOR
"Cigna, Express Scripts shareholders greenlight deal https://t.co/4RusMYEVUT via @healthcaredive #healthcare",The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna still expecting Express Scripts deal to happen by year-end https://t.co/4GEfnaXt9n $CI $ESRX,The merge of Company Cigna and Company Express Scripts,FAVOR
"""The $67 billion Cigna-Express Scripts merger just passed a key hurdle""
 https://t.co/UU5vMEZJoE @kompalsinha #MQECON309IO18",The merge of Company Cigna and Company Express Scripts,FAVOR
Activist investor Carl Icahan says he won’t solicit votes against the Cigna-Express Scripts merger https://t.co/INWkYcY97Y via @WSJ,The merge of Company Cigna and Company Express Scripts,FAVOR
$CI: JUL 177.5 CALL Activity on BID Side .. 1k @$1.70 on BID .. Expire JUL 20,The merge of Company Cigna and Company Express Scripts,NONE
Cigna Begins $67 Billion Aquisition of Express Scripts https://t.co/g91bcre6Zb,The merge of Company Cigna and Company Express Scripts,FAVOR
"UnitedHealth Group, CVS Health, Anthem, Aetna, Walgreens Boots Alliance, Express Scripts, Cigna and Humana together… https://t.co/LB8GYKHnPY",The merge of Company Cigna and Company Express Scripts,NONE
"Cigna, Express Scripts shareholders approve $52 bln deal https://t.co/8XkHH8X8sZ",The merge of Company Cigna and Company Express Scripts,FAVOR
"Carl Icahn backs down from opposing Cigna-Express Scripts deal
 https://t.co/VI9Wl1Q0pm",The merge of Company Cigna and Company Express Scripts,FAVOR
Icahn raises white flag in Cigna-Express Scripts tiff https://t.co/ZLhAhevxeM,The merge of Company Cigna and Company Express Scripts,FAVOR
The big big Cigna-Express Scripts merger is gonna happen: https://t.co/lI0Ah18q7B,The merge of Company Cigna and Company Express Scripts,FAVOR
"Cigna and Express Scripts shareholders have approved their merger, rebuking activist investor Carl Icahn and contin… https://t.co/aIdmbEpmoL",The merge of Company Cigna and Company Express Scripts,FAVOR
More mergers.... Cigna + Express Scripts. https://t.co/jpUO76lQhu,The merge of Company Cigna and Company Express Scripts,FAVOR
"Cigna-Express scripts deal gets anti-trust approval | Sept 17 – Health insurer Cigna Corp's $52 billion
 acquisition… https://t.co/Y3a3BYcFzy",The merge of Company Cigna and Company Express Scripts,FAVOR
"#NavyCapital : Brainstorm Health: Short Term Health Plans, Cigna Express Scripts Drama, Psychotropic Drugs at the B… https://t.co/eUp8crwgKZ",The merge of Company Cigna and Company Express Scripts,NONE
The DOJ just approved Cigna's $67 billion merger with Express Scripts https://t.co/cGzSxoVxRd,The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna stockholders greenlight merger with Express Scripts https://t.co/7MdKH6QgtQ via @HC_Finance,The merge of Company Cigna and Company Express Scripts,FAVOR
Icahn going pubic with opposition to Cigna/Express Scripts deal - WSJ https://t.co/4RYYvJSSOl $CI $ESRX,The merge of Company Cigna and Company Express Scripts,AGAINST
Carl Icahn does not want Cigna to buy Express Scripts. I'll explain why with @richardquest on @cnni around 12:10 ET. $CI $ESRX,The merge of Company Cigna and Company Express Scripts,AGAINST
Icahn ratchets up pressure against Cigna-Express Scripts deal https://t.co/Yp4tj6ZLsa,The merge of Company Cigna and Company Express Scripts,AGAINST
Priority Health announces new agreement with Cigna Payer Solutions https://t.co/nhjBAmrtbr #news #healthcare,The merge of Company Cigna and Company Express Scripts,NONE
Cigna-Express Scripts merger gets Justice Department approval https://t.co/Mo5SqVFYl6 https://t.co/zvOTpewA5b,The merge of Company Cigna and Company Express Scripts,FAVOR
ICYMI: @Cigna's acquisition of @ExpressScripts and @CVSHealth's purchase of @Aetna are looking more and more likely… https://t.co/DULaca2WYq,The merge of Company Cigna and Company Express Scripts,FAVOR
Cigna's purchase of Express Scripts is on track to close before the end of the year. https://t.co/lpEcj7UIPN https://t.co/gzb6hxFvEm,The merge of Company Cigna and Company Express Scripts,FAVOR
"So Far, Cigna-Express Scripts Deal Approved By Half Of States Needed https://t.co/TvVKjwlrYy",The merge of Company Cigna and Company Express Scripts,FAVOR
"AT&amp;T prevails as #TimeWarner takeover gets OK from judge...
 
 #ATT #TMobile #Sprint #ExpressScripts #Comcast… https://t.co/bKwzI1YADD",The merge of Company Cigna and Company Express Scripts,NONE
"Glenview’s Larry Robbins takes on Carl Icahn, defends Cigna-Express Scripts deal
 
 Glenview Capital’s Larry https://t.co/hORdGcfeGm",The merge of Company Cigna and Company Express Scripts,FAVOR
